selfUrl,id,createdDate,fixVersions,affectedVersions
https://issues.apache.org/jira/rest/api/2/issue/12727288,12727288,2014-07-15,"[2.2.3, 2.4.1]","[2.2.0, 2.2.1, 2.2.2, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12726142,12726142,2014-07-08,[2.4.0],"[2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12717862,12717862,2014-06-02,[],[2.4.0]
https://issues.apache.org/jira/rest/api/2/issue/12717267,12717267,2014-05-29,"[2.1.2, 2.2.1.1, 2.2.3, 2.4.0]","[2.2.2, 2.2.1.1, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12716905,12716905,2014-05-27,[2.4.0],"[2.2.0, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12716383,12716383,2014-05-23,"[2.1.2, 2.2.1.1, 2.2.3, 2.4.0]","[2.0.1, 2.1.1, 2.2.2, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12714792,12714792,2014-05-16,"[2.2.3, 2.4.0]","[2.1.0, 2.2.2, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12713350,12713350,2014-05-09,"[2.2.1.1, 2.2.3, 2.4.0]","[2.2.1, 2.2.2, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12708310,12708310,2014-04-14,"[2.2.3, 2.4.0]","[2.2.1.1, 2.2.3, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12700809,12700809,2014-03-11,"[2.1.2, 2.2.1.1, 2.2.3, 2.4.0]","[2.1.1, 2.2.2, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12699402,12699402,2014-03-07,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12694802,12694802,2014-02-12,"[2.1.2, 2.2.1.1, 2.2.3, 2.4.0]","[2.1.2, 2.2.2, 2.2.1.1, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12693951,12693951,2014-02-07,"[2.1.2, 2.2.1.1, 2.2.3, 2.4.0]","[2.1.0, 2.2.0, 2.2.1.1, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12692355,12692355,2014-01-30,"[2.1.2, 2.2.1.1, 2.2.3, 2.4.0]","[2.1.1, 2.2.2, 2.2.1.1, 2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12689595,12689595,2014-01-17,"[2.2.1.1, 2.2.3, 2.4.0]","[2.2.2, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12688907,12688907,2014-01-15,"[2.2.3, 2.4.0]","[2.0.1, 2.1.1, 2.2.2]"
https://issues.apache.org/jira/rest/api/2/issue/12685900,12685900,2013-12-20,[2.4.0],[2.2.2]
https://issues.apache.org/jira/rest/api/2/issue/12682710,12682710,2013-12-04,[2.4.0],"[2.0.1, 2.1.2, 2.2.2, 2.2.1.1]"
https://issues.apache.org/jira/rest/api/2/issue/12679798,12679798,2013-11-18,[2.4.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12675569,12675569,2013-10-24,"[2.3.0, 2.4.0]",[2.3.0]
https://issues.apache.org/jira/rest/api/2/issue/12675132,12675132,2013-10-22,"[2.3.0, 2.4.0]","[2.3.0, 2.4.0]"
https://issues.apache.org/jira/rest/api/2/issue/12674871,12674871,2013-10-21,[2.4.0],[2.4.0]
https://issues.apache.org/jira/rest/api/2/issue/12674821,12674821,2013-10-21,[2.4.0],[2.4.0]
https://issues.apache.org/jira/rest/api/2/issue/12674126,12674126,2013-10-16,[2.3.0],[2.3.0]
https://issues.apache.org/jira/rest/api/2/issue/12673459,12673459,2013-10-11,"[2.2.1.1, 2.2.3, 2.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12672937,12672937,2013-10-09,"[2.1.2, 2.2.1.1, 2.2.3, 2.3.0]","[2.1.0, 2.2.2, 2.2.1.1, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12670908,12670908,2013-09-27,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12666733,12666733,2013-09-03,"[2.1.2, 2.2.1.1, 2.2.3, 2.3.0]","[2.1.2, 2.2.1.1, 2.2.3, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12665556,12665556,2013-08-26,"[2.1.2, 2.2.1.1, 2.2.3, 2.3.0]","[2.1.1, 2.2.2, 2.2.1.1, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12663617,12663617,2013-08-14,[2.3.0],"[2.2.2, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12662235,12662235,2013-08-06,"[2.2.3, 2.3.0]","[2.0.2, 2.1.2, 2.2.3, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12659627,12659627,2013-07-24,"[2.1.2, 2.2.1.1, 2.2.3, 2.3.0]","[2.2.3, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12657213,12657213,2013-07-11,[2.3.0],[2.2.2]
https://issues.apache.org/jira/rest/api/2/issue/12654693,12654693,2013-06-25,[2.3.0],[2.2.3]
https://issues.apache.org/jira/rest/api/2/issue/12652902,12652902,2013-06-14,[2.3.0],[2.2.3]
https://issues.apache.org/jira/rest/api/2/issue/12650354,12650354,2013-05-31,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12649901,12649901,2013-05-29,[2.3.0],[2.2.1]
https://issues.apache.org/jira/rest/api/2/issue/12648936,12648936,2013-05-22,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12647764,12647764,2013-05-15,"[2.2.3, 2.4.0]",[2.2.2]
https://issues.apache.org/jira/rest/api/2/issue/12646130,12646130,2013-05-05,[2.3.0],[2.3.0]
https://issues.apache.org/jira/rest/api/2/issue/12644570,12644570,2013-04-25,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12644134,12644134,2013-04-23,[2.3.0],"[2.2.1, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12642602,12642602,2013-04-15,[2.3.0],"[2.2.1, 2.2.3]"
https://issues.apache.org/jira/rest/api/2/issue/12638547,12638547,2013-03-22,[2.3.0],"[2.2.0, 2.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12638102,12638102,2013-03-20,[2.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12634822,12634822,2013-03-01,"[2.1.2, 2.2.1.1, 2.2.3, 2.3.0]","[2.2.1, 2.3.0]"
https://issues.apache.org/jira/rest/api/2/issue/12634436,12634436,2013-02-27,[2.4.1],[2.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12633817,12633817,2013-02-24,[2.2.1],"[2.2.0, 2.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12633087,12633087,2013-02-19,[2.3.0],[]
