selfUrl,id,createdDate,fixVersions,affectedVersions
https://issues.apache.org/jira/rest/api/2/issue/12641093,12641093,2013-04-05,"[4.2.2, 4.3.0]","[4.2.0, 4.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12640923,12640923,2013-04-05,[4.3.0],"[4.2.0, 4.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12640805,12640805,2013-04-04,"[4.2.2, 4.3.0]",[4.2.1]
https://issues.apache.org/jira/rest/api/2/issue/12640281,12640281,2013-04-02,[4.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12639659,12639659,2013-03-28,"[4.2.2, 4.3.0]","[4.2.0, 4.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12639153,12639153,2013-03-26,[4.4.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12637903,12637903,2013-03-20,[4.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12637076,12637076,2013-03-14,"[4.2.2, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12636520,12636520,2013-03-12,"[4.2.2, 4.3.0]",[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12635736,12635736,2013-03-07,"[4.2.2, 4.3.0]",[4.2.1]
https://issues.apache.org/jira/rest/api/2/issue/12635427,12635427,2013-03-05,"[4.2.2, 4.3.0]","[4.2.0, 4.2.1]"
https://issues.apache.org/jira/rest/api/2/issue/12634361,12634361,2013-02-27,"[4.2.2, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12634359,12634359,2013-02-27,"[4.2.2, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12634331,12634331,2013-02-27,[4.4.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12634164,12634164,2013-02-26,"[4.2.2, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12632238,12632238,2013-02-13,"[4.2.1, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12631833,12631833,2013-02-11,"[4.2.1, 4.3.0]",[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12631576,12631576,2013-02-09,"[4.2.1, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12630916,12630916,2013-02-05,[4.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12629489,12629489,2013-01-28,"[4.2.2, 4.3.0]",[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12629101,12629101,2013-01-24,[4.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12629098,12629098,2013-01-24,"[4.2.2, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12628448,12628448,2013-01-20,"[4.2.1, 4.3.0]",[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12627801,12627801,2013-01-16,"[4.2.1, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12627800,12627800,2013-01-16,"[4.2.1, 4.3.0]",[]
https://issues.apache.org/jira/rest/api/2/issue/12627160,12627160,2013-01-11,[4.3.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12626901,12626901,2013-01-10,"[4.2.0, 4.1.1]",[4.1.0]
https://issues.apache.org/jira/rest/api/2/issue/12626710,12626710,2013-01-09,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12626600,12626600,2013-01-08,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12626176,12626176,2013-01-05,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12626175,12626175,2013-01-05,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12626163,12626163,2013-01-05,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12626162,12626162,2013-01-05,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12625473,12625473,2012-12-29,[4.2.0],[4.1.0]
https://issues.apache.org/jira/rest/api/2/issue/12624930,12624930,2012-12-21,[4.2.0],[4.2.0]
https://issues.apache.org/jira/rest/api/2/issue/12624849,12624849,2012-12-20,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12624496,12624496,2012-12-18,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12624012,12624012,2012-12-14,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12624011,12624011,2012-12-14,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12624009,12624009,2012-12-14,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12624002,12624002,2012-12-14,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12623917,12623917,2012-12-14,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12623913,12623913,2012-12-14,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12623838,12623838,2012-12-13,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12623785,12623785,2012-12-13,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12623335,12623335,2012-12-11,[4.2.0],"[4.1.0, 4.2.0]"
https://issues.apache.org/jira/rest/api/2/issue/12623151,12623151,2012-12-10,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12623121,12623121,2012-12-10,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12619163,12619163,2012-12-06,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617805,12617805,2012-11-27,[4.2.0],[]
https://issues.apache.org/jira/rest/api/2/issue/12617803,12617803,2012-11-27,[4.2.0],[]
