Project,Run,Classifier,Sampling,FeatureSelection,ReleaseIndex,Precision,Recall,F-Measure,AUC,Kappa,NPofB20,SelectedFeatures
BOOKKEEPER,6,RandomForest,NoSampling,InfoGain,4,0.2865,0.1102,0.1592,0.6332,0.1143,0.2557,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,6,RandomForest,SMOTE,NoSelection,2,0.3218,0.1657,0.2188,0.7458,0.1835,0.2663,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,6,RandomForest,SMOTE,NoSelection,3,0.5051,0.0631,0.1122,0.6012,0.0495,0.1135,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,6,RandomForest,SMOTE,NoSelection,4,0.1284,0.1850,0.1516,0.5987,0.0493,0.2973,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,6,RandomForest,SMOTE,BestFirst,2,0.0890,0.1479,0.1111,0.5231,0.0344,0.1716,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,6,RandomForest,SMOTE,BestFirst,3,0.5556,0.0797,0.1394,0.5721,0.0701,0.1186,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,6,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1809,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,6,RandomForest,SMOTE,InfoGain,2,0.3039,0.1834,0.2288,0.7353,0.1900,0.3195,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,6,RandomForest,SMOTE,InfoGain,3,0.4916,0.0746,0.1296,0.6070,0.0556,0.1122,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,6,RandomForest,SMOTE,InfoGain,4,0.1281,0.1809,0.1500,0.5885,0.0485,0.3264,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,7,RandomForest,NoSampling,NoSelection,2,0.5000,0.0592,0.1058,0.7775,0.0936,0.2899,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,7,RandomForest,NoSampling,NoSelection,3,0.8182,0.0230,0.0447,0.6469,0.0289,0.1122,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,7,RandomForest,NoSampling,NoSelection,4,0.2901,0.0977,0.1462,0.6368,0.1051,0.2432,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,7,RandomForest,NoSampling,BestFirst,2,0.3200,0.0473,0.0825,0.6712,0.0672,0.2367,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,7,RandomForest,NoSampling,BestFirst,3,0.6667,0.0153,0.0299,0.6164,0.0168,0.1193,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,7,RandomForest,NoSampling,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1933,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,7,RandomForest,NoSampling,InfoGain,2,0.6316,0.0710,0.1277,0.7746,0.1163,0.3195,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,7,RandomForest,NoSampling,InfoGain,3,0.8810,0.0236,0.0460,0.6472,0.0309,0.1103,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,7,RandomForest,NoSampling,InfoGain,4,0.2538,0.1040,0.1475,0.6273,0.0998,0.2495,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,7,RandomForest,SMOTE,NoSelection,2,0.2947,0.1657,0.2121,0.7456,0.1743,0.2781,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,7,RandomForest,SMOTE,NoSelection,3,0.5185,0.0714,0.1256,0.5991,0.0578,0.1122,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,7,RandomForest,SMOTE,NoSelection,4,0.1295,0.1871,0.1531,0.5975,0.0508,0.3222,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,7,RandomForest,SMOTE,BestFirst,2,0.1100,0.2012,0.1423,0.5403,0.0654,0.2130,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,7,RandomForest,SMOTE,BestFirst,3,0.5290,0.1046,0.1747,0.5805,0.0849,0.1256,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,7,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1809,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,7,RandomForest,SMOTE,InfoGain,2,0.2784,0.1598,0.2030,0.7416,0.1643,0.3195,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,7,RandomForest,SMOTE,InfoGain,3,0.5090,0.0721,0.1263,0.6073,0.0567,0.1161,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,7,RandomForest,SMOTE,InfoGain,4,0.1328,0.1850,0.1546,0.5930,0.0543,0.3139,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,8,RandomForest,NoSampling,NoSelection,2,0.5556,0.0592,0.1070,0.7821,0.0959,0.3077,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,8,RandomForest,NoSampling,NoSelection,3,0.6875,0.0140,0.0275,0.6589,0.0158,0.1135,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,8,RandomForest,NoSampling,NoSelection,4,0.2835,0.1143,0.1630,0.6411,0.1167,0.2432,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,8,RandomForest,NoSampling,BestFirst,2,0.2917,0.0414,0.0725,0.6758,0.0576,0.2544,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,8,RandomForest,NoSampling,BestFirst,3,0.7500,0.0191,0.0373,0.6210,0.0229,0.1161,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,8,RandomForest,NoSampling,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1933,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,8,RandomForest,NoSampling,InfoGain,2,0.5789,0.0651,0.1170,0.7727,0.1055,0.3373,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,8,RandomForest,NoSampling,InfoGain,3,0.7600,0.0121,0.0239,0.6412,0.0147,0.1161,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,8,RandomForest,NoSampling,InfoGain,4,0.2409,0.1102,0.1512,0.6325,0.0997,0.2661,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,8,RandomForest,SMOTE,NoSelection,2,0.2929,0.1716,0.2164,0.7424,0.1778,0.2899,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,8,RandomForest,SMOTE,NoSelection,3,0.5040,0.0810,0.1396,0.5994,0.0624,0.1122,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,8,RandomForest,SMOTE,NoSelection,4,0.1368,0.1996,0.1623,0.5988,0.0607,0.3181,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,8,RandomForest,SMOTE,BestFirst,2,0.1205,0.2189,0.1555,0.5790,0.0800,0.2249,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,8,RandomForest,SMOTE,BestFirst,3,0.5256,0.0982,0.1655,0.5715,0.0794,0.1263,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,8,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1788,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,8,RandomForest,SMOTE,InfoGain,2,0.3415,0.2485,0.2877,0.7613,0.2474,0.3254,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,8,RandomForest,SMOTE,InfoGain,3,0.5067,0.0727,0.1272,0.5991,0.0568,0.1065,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,8,RandomForest,SMOTE,InfoGain,4,0.1261,0.1830,0.1493,0.5910,0.0464,0.3202,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,9,RandomForest,NoSampling,NoSelection,2,0.4348,0.0592,0.1042,0.7695,0.0903,0.2722,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,9,RandomForest,NoSampling,NoSelection,3,0.7333,0.0140,0.0275,0.6499,0.0166,0.1173,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,9,RandomForest,NoSampling,NoSelection,4,0.2981,0.0998,0.1495,0.6295,0.1088,0.2516,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,9,RandomForest,NoSampling,BestFirst,2,0.3913,0.0533,0.0938,0.6678,0.0797,0.2485,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,9,RandomForest,NoSampling,BestFirst,3,0.6829,0.0179,0.0348,0.6117,0.0200,0.1199,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,9,RandomForest,NoSampling,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1892,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,9,RandomForest,NoSampling,InfoGain,2,0.4762,0.0592,0.1053,0.7653,0.0925,0.3254,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
