Project,Run,Classifier,Sampling,FeatureSelection,ReleaseIndex,Precision,Recall,F-Measure,AUC,Kappa,NPofB20,SelectedFeatures
BOOKKEEPER,3,RandomForest,SMOTE,NoSelection,2,0.3043,0.2071,0.2465,0.7574,0.2056,0.3077,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,3,RandomForest,SMOTE,NoSelection,3,0.5263,0.0765,0.1336,0.6031,0.0629,0.1040,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,3,RandomForest,SMOTE,NoSelection,4,0.1322,0.1913,0.1563,0.5959,0.0544,0.3056,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,3,RandomForest,SMOTE,BestFirst,2,0.1038,0.1775,0.1310,0.5346,0.0552,0.1953,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,3,RandomForest,SMOTE,BestFirst,3,0.5197,0.1008,0.1688,0.5836,0.0800,0.1295,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,3,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1830,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,3,RandomForest,SMOTE,InfoGain,2,0.3661,0.2426,0.2918,0.7477,0.2540,0.3254,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,3,RandomForest,SMOTE,InfoGain,3,0.5411,0.0714,0.1262,0.6030,0.0611,0.1110,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,3,RandomForest,SMOTE,InfoGain,4,0.1315,0.1850,0.1537,0.5904,0.0528,0.3222,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,4,RandomForest,NoSampling,NoSelection,2,0.5833,0.0828,0.1451,0.7654,0.1313,0.2899,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,4,RandomForest,NoSampling,NoSelection,3,0.7742,0.0153,0.0300,0.6416,0.0187,0.1129,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,4,RandomForest,NoSampling,NoSelection,4,0.3268,0.1040,0.1577,0.6370,0.1190,0.2432,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,4,RandomForest,NoSampling,BestFirst,2,0.2727,0.0355,0.0628,0.6747,0.0489,0.2544,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,4,RandomForest,NoSampling,BestFirst,3,0.6800,0.0217,0.0420,0.6140,0.0241,0.1378,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,4,RandomForest,NoSampling,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.2017,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,4,RandomForest,NoSampling,InfoGain,2,0.4545,0.0592,0.1047,0.7708,0.0914,0.3314,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,4,RandomForest,NoSampling,InfoGain,3,0.7241,0.0134,0.0263,0.6427,0.0157,0.1084,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,4,RandomForest,NoSampling,InfoGain,4,0.2451,0.1040,0.1460,0.6377,0.0970,0.2432,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,4,RandomForest,SMOTE,NoSelection,2,0.2804,0.1775,0.2174,0.7492,0.1768,0.2840,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,4,RandomForest,SMOTE,NoSelection,3,0.5143,0.0804,0.1390,0.6032,0.0638,0.1173,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,4,RandomForest,SMOTE,NoSelection,4,0.1308,0.1871,0.1540,0.5945,0.0523,0.3306,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,4,RandomForest,SMOTE,BestFirst,2,0.1023,0.2071,0.1370,0.5513,0.0567,0.2249,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,4,RandomForest,SMOTE,BestFirst,3,0.5185,0.0982,0.1651,0.5801,0.0779,0.1237,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,4,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1871,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,4,RandomForest,SMOTE,InfoGain,2,0.3118,0.1716,0.2214,0.7354,0.1846,0.3077,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,4,RandomForest,SMOTE,InfoGain,3,0.4958,0.0753,0.1307,0.6029,0.0568,0.1078,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,4,RandomForest,SMOTE,InfoGain,4,0.1337,0.1871,0.1560,0.5939,0.0556,0.2890,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,5,RandomForest,NoSampling,NoSelection,2,0.5000,0.0651,0.1152,0.7695,0.1020,0.2959,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,5,RandomForest,NoSampling,NoSelection,3,0.7200,0.0115,0.0226,0.6584,0.0134,0.1122,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,5,RandomForest,NoSampling,NoSelection,4,0.3377,0.1060,0.1614,0.6381,0.1232,0.2453,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,5,RandomForest,NoSampling,BestFirst,2,0.3043,0.0414,0.0729,0.6745,0.0586,0.2663,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,5,RandomForest,NoSampling,BestFirst,3,0.6429,0.0172,0.0335,0.6156,0.0183,0.1199,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,5,RandomForest,NoSampling,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.2017,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,5,RandomForest,NoSampling,InfoGain,2,0.5000,0.0473,0.0865,0.7803,0.0763,0.3136,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,5,RandomForest,NoSampling,InfoGain,3,0.7600,0.0121,0.0239,0.6568,0.0147,0.1103,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,5,RandomForest,NoSampling,InfoGain,4,0.2809,0.1040,0.1517,0.6363,0.1078,0.2432,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,5,RandomForest,SMOTE,NoSelection,2,0.2963,0.1893,0.2310,0.7347,0.1909,0.2899,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,5,RandomForest,SMOTE,NoSelection,3,0.4938,0.0759,0.1316,0.6004,0.0569,0.1122,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,5,RandomForest,SMOTE,NoSelection,4,0.1331,0.1830,0.1541,0.5931,0.0543,0.3306,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,5,RandomForest,SMOTE,BestFirst,2,0.0988,0.2012,0.1326,0.5612,0.0517,0.2071,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,5,RandomForest,SMOTE,BestFirst,3,0.5200,0.0995,0.1670,0.5790,0.0791,0.1237,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,5,RandomForest,SMOTE,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1809,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,5,RandomForest,SMOTE,InfoGain,2,0.3423,0.2249,0.2714,0.7427,0.2328,0.3254,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,5,RandomForest,SMOTE,InfoGain,3,0.5000,0.0727,0.1269,0.6056,0.0557,0.1129,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
BOOKKEEPER,5,RandomForest,SMOTE,InfoGain,4,0.1259,0.1830,0.1492,0.5913,0.0461,0.3243,AVG_Churn;MAX_LOC_Added;AVG_LOC_Added;MAX_Churn;Churn;LOC_Added;NR;AVG_LOC_Deleted;NAuth;Global_AVG_Churn;LOC_Deleted;MAX_LOC_Deleted;Global_Churn;Global_AVG_LOC_Added;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_MAX_LOC_Added;Global_NR;Global_MAX_LOC_Deleted;Global_NAuth;Global_LOC_Deleted;LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumParams;NumLocalVars;ReturnTypeComplexity
BOOKKEEPER,6,RandomForest,NoSampling,NoSelection,2,0.6000,0.0533,0.0978,0.7786,0.0884,0.3136,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,6,RandomForest,NoSampling,NoSelection,3,0.7241,0.0134,0.0263,0.6510,0.0157,0.1052,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,6,RandomForest,NoSampling,NoSelection,4,0.2582,0.1143,0.1585,0.6404,0.1086,0.2453,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
BOOKKEEPER,6,RandomForest,NoSampling,BestFirst,2,0.2857,0.0355,0.0632,0.6701,0.0498,0.2485,NumLocalVars;NestingDepth;NR;Global_NR
BOOKKEEPER,6,RandomForest,NoSampling,BestFirst,3,0.7000,0.0223,0.0433,0.6088,0.0254,0.1116,LOC;NumStatements;NumLocalVars;Cyclomatic;LOC_Added;Global_NR;Global_AVG_LOC_Deleted
BOOKKEEPER,6,RandomForest,NoSampling,BestFirst,4,NaN,0.0000,NaN,0.5000,0.0000,0.1996,AVG_LOC_Added;AVG_LOC_Deleted;AVG_Churn
BOOKKEEPER,6,RandomForest,NoSampling,InfoGain,2,0.6250,0.0592,0.1081,0.7715,0.0982,0.3314,LOC;Global_NR;NR;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;NumLocalVars;Global_NAuth;NAuth;Global_LOC_Added;LOC_Added;Churn;Global_Churn;LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;AVG_LOC_Added;MAX_LOC_Added;Global_MAX_LOC_Added;AVG_Churn;MAX_Churn;Global_MAX_Churn;Global_AVG_Churn;NumParams
BOOKKEEPER,6,RandomForest,NoSampling,InfoGain,3,0.9070,0.0249,0.0484,0.6541,0.0331,0.1193,LOC;Cyclomatic;CognitiveComplexity;Global_NR;NestingDepth;NumLocalVars;NumStatements;Global_NAuth;NR;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;Global_Churn;Global_LOC_Deleted;NAuth;LOC_Added;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;Global_MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;AVG_Churn;Churn;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams
