Project,Run,Classifier,Sampling,FeatureSelection,ReleaseIndex,Precision,Recall,F-Measure,AUC,Kappa,NPofB20,SelectedFeatures
OPENJPA,1,RandomForest,SMOTE,NoSelection,8,0.6733,0.3278,0.4409,0.7865,0.3647,0.4701,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,1,RandomForest,SMOTE,NoSelection,9,0.6663,0.5532,0.6045,0.8684,0.5320,0.4900,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,1,RandomForest,SMOTE,NoSelection,10,0.4313,0.6091,0.5050,0.8026,0.3641,0.4156,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,1,RandomForest,SMOTE,NoSelection,11,0.4538,0.6315,0.5281,0.8232,0.3854,0.4322,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,1,RandomForest,SMOTE,NoSelection,12,0.4366,0.6068,0.5078,0.8095,0.3580,0.4202,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,1,RandomForest,SMOTE,NoSelection,13,0.4362,0.6074,0.5077,0.8024,0.3556,0.4172,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,1,RandomForest,SMOTE,NoSelection,14,0.4482,0.6513,0.5310,0.8289,0.3864,0.4609,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,1,RandomForest,SMOTE,BestFirst,2,0.0778,0.3102,0.1244,0.6347,0.1044,0.4306,NumLocalVars;Cyclomatic;CodeSmells
OPENJPA,1,RandomForest,SMOTE,BestFirst,3,0.0630,0.4526,0.1106,0.6400,0.0866,0.4138,NumLocalVars;Cyclomatic;CodeSmells
OPENJPA,1,RandomForest,SMOTE,BestFirst,4,0.0648,0.3151,0.1075,0.6221,0.0729,0.3014,NumLocalVars;Cyclomatic;CodeSmells;NAuth
OPENJPA,1,RandomForest,SMOTE,BestFirst,5,0.2794,0.3693,0.3181,0.7206,0.2957,0.6004,LOC;NumLocalVars;Cyclomatic;NestingDepth;CodeSmells;NAuth;AVG_LOC_Added;Global_NAuth
OPENJPA,1,RandomForest,SMOTE,BestFirst,6,0.2933,0.4322,0.3494,0.7961,0.3233,0.6854,NumStatements;NumLocalVars;Cyclomatic;NestingDepth;CodeSmells;NAuth;AVG_LOC_Added;AVG_Churn;Global_NAuth;Global_AVG_LOC_Added
OPENJPA,1,RandomForest,SMOTE,BestFirst,7,0.2881,0.3018,0.2948,0.5669,0.1367,0.1226,NumLocalVars;NestingDepth;NAuth;AVG_LOC_Added;Global_NAuth
OPENJPA,1,RandomForest,SMOTE,BestFirst,8,0.3338,0.3554,0.3443,0.6344,0.1917,0.2397,NumLocalVars;NestingDepth;AVG_LOC_Added;Global_NAuth;Global_AVG_LOC_Added
OPENJPA,1,RandomForest,SMOTE,BestFirst,9,0.4868,0.4615,0.4738,0.7762,0.3690,0.3633,NumStatements;NumLocalVars;NestingDepth;LOC_Added;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,1,RandomForest,SMOTE,BestFirst,10,0.5198,0.4326,0.4722,0.7577,0.3626,0.3756,LOC;NumStatements;NumLocalVars;NestingDepth;AVG_LOC_Added;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,1,RandomForest,SMOTE,BestFirst,11,0.5197,0.4414,0.4774,0.7551,0.3601,0.3611,NumStatements;NumLocalVars;NestingDepth;AVG_LOC_Added;Global_NAuth;Global_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,1,RandomForest,SMOTE,BestFirst,12,0.5058,0.4648,0.4845,0.7525,0.3618,0.3679,LOC;NumStatements;NumLocalVars;AVG_LOC_Added;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,1,RandomForest,SMOTE,BestFirst,13,0.4831,0.4506,0.4663,0.7429,0.3364,0.3693,LOC;NumStatements;NumLocalVars;ReturnTypeComplexity;AVG_LOC_Added;AVG_LOC_Deleted;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,1,RandomForest,SMOTE,BestFirst,14,0.4107,0.4684,0.4377,0.7208,0.2864,0.3167,NumStatements;NumLocalVars;AVG_Churn;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,1,RandomForest,SMOTE,InfoGain,2,0.7536,0.2407,0.3649,0.7177,0.3606,0.4259,LOC;Cyclomatic;CognitiveComplexity;NestingDepth;NumStatements;NumLocalVars;MAX_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_Churn;AVG_Churn;Global_MAX_Churn;MAX_Churn;CodeSmells;Global_AVG_LOC_Deleted;AVG_LOC_Deleted;AVG_LOC_Added;Global_AVG_LOC_Added;Global_Churn;Churn;Global_MAX_LOC_Added;MAX_LOC_Added;Global_LOC_Deleted;LOC_Deleted;LOC_Added;Global_LOC_Added;NAuth;Global_NAuth;Global_NR;NR
OPENJPA,1,RandomForest,SMOTE,InfoGain,3,0.4828,0.2414,0.3218,0.8136,0.3150,0.6164,LOC;CognitiveComplexity;Cyclomatic;NestingDepth;NumStatements;NumLocalVars;Global_AVG_Churn;CodeSmells;Global_Churn;Global_AVG_LOC_Deleted;Global_NR;Global_MAX_Churn;Global_NAuth;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_MAX_LOC_Added;Global_LOC_Added;NR;NAuth;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;AVG_Churn;MAX_Churn;Churn;AVG_LOC_Added;MAX_LOC_Added;LOC_Added;NumParams
OPENJPA,1,RandomForest,SMOTE,InfoGain,4,0.3468,0.2356,0.2806,0.6982,0.2672,0.4356,LOC;NumStatements;Cyclomatic;CognitiveComplexity;NestingDepth;NumLocalVars;LOC_Added;Global_NAuth;MAX_Churn;Churn;NR;AVG_Churn;NAuth;Global_NR;MAX_LOC_Added;Global_AVG_Churn;Global_LOC_Added;AVG_LOC_Added;Global_MAX_Churn;Global_Churn;Global_MAX_LOC_Deleted;Global_AVG_LOC_Added;Global_MAX_LOC_Added;AVG_LOC_Deleted;LOC_Deleted;MAX_LOC_Deleted;Global_LOC_Deleted;Global_AVG_LOC_Deleted;CodeSmells;NumParams
OPENJPA,1,RandomForest,SMOTE,InfoGain,5,0.5265,0.3866,0.4458,0.8455,0.4324,0.6782,LOC;CognitiveComplexity;Cyclomatic;NumStatements;NestingDepth;NumLocalVars;Global_NAuth;Global_LOC_Added;Global_NR;Global_MAX_LOC_Added;Global_Churn;Global_MAX_Churn;Global_AVG_Churn;Global_AVG_LOC_Added;Global_MAX_LOC_Deleted;Global_LOC_Deleted;LOC_Added;NAuth;MAX_Churn;AVG_LOC_Added;MAX_LOC_Added;Churn;NR;AVG_Churn;Global_AVG_LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;LOC_Deleted;CodeSmells;NumParams
OPENJPA,1,RandomForest,SMOTE,InfoGain,6,0.5329,0.4828,0.5066,0.8664,0.4910,0.7052,LOC;Cyclomatic;CognitiveComplexity;NumStatements;NestingDepth;NumLocalVars;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_Churn;Global_NR;Global_AVG_LOC_Added;Global_Churn;Global_MAX_Churn;Global_AVG_LOC_Deleted;Global_MAX_LOC_Deleted;Global_LOC_Deleted;LOC_Added;AVG_LOC_Added;MAX_LOC_Added;MAX_Churn;Churn;AVG_Churn;NAuth;NR;MAX_LOC_Deleted;AVG_LOC_Deleted;LOC_Deleted;CodeSmells;NumParams
OPENJPA,1,RandomForest,SMOTE,InfoGain,7,0.4585,0.1013,0.1659,0.5478,0.1082,0.3055,LOC;Global_NAuth;Global_LOC_Added;Cyclomatic;Global_MAX_LOC_Added;CognitiveComplexity;NumStatements;NestingDepth;Global_AVG_Churn;Global_AVG_LOC_Added;NumLocalVars;Global_AVG_LOC_Deleted;Global_Churn;Global_NR;Global_MAX_Churn;Global_MAX_LOC_Deleted;Global_LOC_Deleted;MAX_LOC_Added;AVG_LOC_Added;LOC_Added;Churn;AVG_Churn;MAX_Churn;NAuth;NR;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;CodeSmells;NumParams
OPENJPA,1,RandomForest,SMOTE,InfoGain,8,0.6827,0.3236,0.4391,0.7824,0.3642,0.4560,LOC;Global_NAuth;Global_AVG_LOC_Added;Global_LOC_Added;Global_AVG_Churn;NumStatements;Global_MAX_LOC_Added;NestingDepth;Global_AVG_LOC_Deleted;Global_Churn;NumLocalVars;Cyclomatic;Global_NR;CognitiveComplexity;Global_MAX_Churn;Global_MAX_LOC_Deleted;Global_LOC_Deleted;AVG_LOC_Added;MAX_LOC_Added;LOC_Added;AVG_Churn;MAX_Churn;Churn;NAuth;NR;AVG_LOC_Deleted;LOC_Deleted;MAX_LOC_Deleted;CodeSmells;NumParams
OPENJPA,1,RandomForest,SMOTE,InfoGain,9,0.6855,0.5412,0.6049,0.8653,0.5348,0.4849,LOC;Global_LOC_Added;Global_AVG_LOC_Deleted;Global_AVG_LOC_Added;Global_NAuth;Global_AVG_Churn;NumStatements;Global_MAX_LOC_Added;Global_Churn;Global_MAX_Churn;NestingDepth;Global_NR;NumLocalVars;Cyclomatic;CognitiveComplexity;Global_LOC_Deleted;Global_MAX_LOC_Deleted;AVG_LOC_Added;MAX_LOC_Added;LOC_Added;AVG_Churn;MAX_Churn;Churn;NAuth;NR;AVG_LOC_Deleted;LOC_Deleted;MAX_LOC_Deleted;CodeSmells;NumParams
OPENJPA,1,RandomForest,SMOTE,InfoGain,10,0.4261,0.6044,0.4998,0.7978,0.3571,0.4059,LOC;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_NAuth;NumStatements;Global_AVG_LOC_Added;Global_Churn;Global_AVG_Churn;Global_MAX_LOC_Added;NestingDepth;NumLocalVars;Global_MAX_Churn;Global_NR;Global_LOC_Deleted;Cyclomatic;CognitiveComplexity;Global_MAX_LOC_Deleted;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;AVG_Churn;MAX_Churn;Churn;NAuth;MAX_LOC_Deleted;NR;AVG_LOC_Deleted;LOC_Deleted;NumParams;CodeSmells
OPENJPA,1,RandomForest,SMOTE,InfoGain,11,0.4531,0.6247,0.5252,0.8208,0.3824,0.4265,LOC;Global_AVG_LOC_Deleted;Global_AVG_Churn;Global_LOC_Added;NumStatements;Global_Churn;Global_AVG_LOC_Added;Global_NAuth;Global_MAX_LOC_Added;Global_MAX_Churn;Global_LOC_Deleted;Global_NR;NestingDepth;NumLocalVars;Global_MAX_LOC_Deleted;CognitiveComplexity;Cyclomatic;AVG_LOC_Added;LOC_Added;MAX_LOC_Added;AVG_Churn;MAX_Churn;Churn;NAuth;NR;AVG_LOC_Deleted;LOC_Deleted;MAX_LOC_Deleted;NumParams;CodeSmells
OPENJPA,1,RandomForest,SMOTE,InfoGain,12,0.4321,0.6112,0.5063,0.8110,0.3545,0.4197,LOC;Global_AVG_LOC_Deleted;Global_LOC_Added;Global_AVG_Churn;NumStatements;Global_MAX_Churn;Global_AVG_LOC_Added;Global_Churn;Global_MAX_LOC_Added;Global_NAuth;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_NR;NestingDepth;NumLocalVars;CognitiveComplexity;Cyclomatic;AVG_LOC_Added;LOC_Added;MAX_LOC_Added;MAX_Churn;Churn;AVG_Churn;NAuth;NR;AVG_LOC_Deleted;MAX_LOC_Deleted;LOC_Deleted;NumParams;ReturnTypeComplexity;CodeSmells
OPENJPA,1,RandomForest,SMOTE,InfoGain,13,0.4340,0.6066,0.5060,0.8021,0.3530,0.4145,LOC;Global_AVG_LOC_Deleted;Global_AVG_LOC_Added;Global_AVG_Churn;Global_MAX_Churn;Global_NAuth;Global_MAX_LOC_Added;Global_LOC_Added;Global_Churn;NumStatements;Global_MAX_LOC_Deleted;Global_LOC_Deleted;Global_NR;NumLocalVars;NestingDepth;CognitiveComplexity;Cyclomatic;AVG_LOC_Added;LOC_Added;MAX_LOC_Added;AVG_LOC_Deleted;AVG_Churn;Churn;MAX_Churn;MAX_LOC_Deleted;NAuth;LOC_Deleted;NR;NumParams;ReturnTypeComplexity;CodeSmells
OPENJPA,1,RandomForest,SMOTE,InfoGain,14,0.4480,0.6543,0.5319,0.8285,0.3872,0.4583,Global_AVG_Churn;Global_AVG_LOC_Added;LOC;Global_AVG_LOC_Deleted;Global_Churn;Global_NAuth;Global_MAX_Churn;Global_MAX_LOC_Added;Global_LOC_Added;Global_LOC_Deleted;NumStatements;Global_MAX_LOC_Deleted;Global_NR;NumLocalVars;NestingDepth;CognitiveComplexity;Cyclomatic;AVG_LOC_Added;LOC_Added;AVG_Churn;MAX_LOC_Added;AVG_LOC_Deleted;Churn;MAX_Churn;NAuth;MAX_LOC_Deleted;NR;LOC_Deleted;NumParams;ReturnTypeComplexity;CodeSmells
OPENJPA,2,RandomForest,NoSampling,NoSelection,2,1.0000,0.1852,0.3125,0.8133,0.3095,0.5648,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,3,0.8372,0.1552,0.2618,0.8462,0.2584,0.6681,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,4,0.8361,0.1397,0.2394,0.7541,0.2345,0.5151,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,5,0.9444,0.2203,0.3573,0.8940,0.3504,0.7300,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,6,0.9691,0.2839,0.4392,0.9139,0.4308,0.7848,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,7,0.6944,0.0666,0.1216,0.5701,0.0932,0.1895,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,8,0.8867,0.1183,0.2087,0.8827,0.1730,0.3969,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,9,0.8038,0.1590,0.2655,0.8734,0.2216,0.4049,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,10,0.8630,0.1612,0.2716,0.8143,0.2255,0.3629,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,11,0.9107,0.2195,0.3537,0.8314,0.2994,0.3761,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,12,0.8555,0.2626,0.4019,0.8173,0.3396,0.3616,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,13,0.8777,0.2990,0.4460,0.8075,0.3824,0.3857,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,NoSelection,14,0.8880,0.3831,0.5353,0.8250,0.4720,0.4244,LOC;NumStatements;NumParams;NumLocalVars;Cyclomatic;CognitiveComplexity;NestingDepth;ReturnTypeComplexity;CodeSmells;NR;NAuth;LOC_Added;MAX_LOC_Added;AVG_LOC_Added;LOC_Deleted;MAX_LOC_Deleted;AVG_LOC_Deleted;Churn;MAX_Churn;AVG_Churn;Global_NR;Global_NAuth;Global_LOC_Added;Global_MAX_LOC_Added;Global_AVG_LOC_Added;Global_LOC_Deleted;Global_MAX_LOC_Deleted;Global_AVG_LOC_Deleted;Global_Churn;Global_MAX_Churn;Global_AVG_Churn
OPENJPA,2,RandomForest,NoSampling,BestFirst,2,0.7500,0.1111,0.1935,0.7167,0.1906,0.4722,NumLocalVars;Cyclomatic;CodeSmells
OPENJPA,2,RandomForest,NoSampling,BestFirst,3,0.6111,0.0948,0.1642,0.7287,0.1608,0.4181,NumLocalVars;Cyclomatic;CodeSmells
OPENJPA,2,RandomForest,NoSampling,BestFirst,4,0.5882,0.0822,0.1442,0.6957,0.1395,0.3288,NumLocalVars;Cyclomatic;CodeSmells;NAuth
OPENJPA,2,RandomForest,NoSampling,BestFirst,5,0.8556,0.1663,0.2785,0.8214,0.2718,0.6134,LOC;NumLocalVars;Cyclomatic;NestingDepth;CodeSmells;NAuth;AVG_LOC_Added;Global_NAuth
OPENJPA,2,RandomForest,NoSampling,BestFirst,6,0.9568,0.2803,0.4336,0.8611,0.4251,0.6890,NumStatements;NumLocalVars;Cyclomatic;NestingDepth;CodeSmells;NAuth;AVG_LOC_Added;AVG_Churn;Global_NAuth;Global_AVG_LOC_Added
OPENJPA,2,RandomForest,NoSampling,BestFirst,7,0.5968,0.0123,0.0242,0.5786,0.0170,0.1183,NumLocalVars;NestingDepth;NAuth;AVG_LOC_Added;Global_NAuth
OPENJPA,2,RandomForest,NoSampling,BestFirst,8,0.8387,0.0585,0.1093,0.6954,0.0876,0.2156,NumLocalVars;NestingDepth;AVG_LOC_Added;Global_NAuth;Global_AVG_LOC_Added
OPENJPA,2,RandomForest,NoSampling,BestFirst,9,0.7599,0.1120,0.1952,0.7825,0.1583,0.3310,NumStatements;NumLocalVars;NestingDepth;LOC_Added;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,2,RandomForest,NoSampling,BestFirst,10,0.8188,0.1382,0.2365,0.7695,0.1924,0.3153,LOC;NumStatements;NumLocalVars;NestingDepth;AVG_LOC_Added;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,2,RandomForest,NoSampling,BestFirst,11,0.8700,0.1585,0.2681,0.7628,0.2202,0.2862,NumStatements;NumLocalVars;NestingDepth;AVG_LOC_Added;Global_NAuth;Global_LOC_Added;Global_AVG_LOC_Deleted
OPENJPA,2,RandomForest,NoSampling,BestFirst,12,0.8428,0.1928,0.3138,0.7638,0.2584,0.3213,LOC;NumStatements;NumLocalVars;AVG_LOC_Added;Global_NAuth;Global_AVG_LOC_Added;Global_AVG_LOC_Deleted
