Version,ReleaseIndex,ReleaseData,File,Class,Signature,LOC,NumStatements,NumParams,NumLocalVars,Cyclomatic,CognitiveComplexity,NestingDepth,ReturnTypeComplexity,CodeSmells,NR,NAuth,LOC_Added,MAX_LOC_Added,AVG_LOC_Added,LOC_Deleted,MAX_LOC_Deleted,AVG_LOC_Deleted,Churn,MAX_Churn,AVG_Churn,Global_NR,Global_NAuth,Global_LOC_Added,Global_MAX_LOC_Added,Global_AVG_LOC_Added,Global_LOC_Deleted,Global_MAX_LOC_Deleted,Global_AVG_LOC_Deleted,Global_Churn,Global_MAX_Churn,Global_AVG_Churn,isBuggy
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.buildPartial(),11,5,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,BenchmarkUtils.BenchmarkCallback.java,BenchmarkUtils.BenchmarkCallback,org.apache.hedwig.client.benchmark.BenchmarkUtils.BenchmarkCallback.finish(boolean),5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,LedgerHandle.SyncReadLastConfirmedCallback.java,LedgerHandle.SyncReadLastConfirmedCallback,"'org.apache.bookkeeper.client.LedgerHandle.SyncReadLastConfirmedCallback.readLastConfirmedComplete(int, long, Object)'",8,2,3,1,1,0,0,1,0,1,1,12,12,12,31,31,31,43,43,43,1,1,12,12,12,31,31,31,43,43,43,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.clearMsgId(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,ResponseHandler.java,ResponseHandler,"'org.apache.hedwig.client.netty.ResponseHandler.exceptionCaught(ChannelHandlerContext, ExceptionEvent)'",4,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,False
4.0.0,1,2011-12-07,ConnectCallback.java,ConnectCallback,org.apache.hedwig.client.netty.ConnectCallback.operationComplete(ChannelFuture),61,4,1,1,9,10,3,1,0,4,2,125,122,31.25,3,1,0.75,128,122,32,4,2,125,122,31.25,3,1,0.75,128,122,32,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest),45,15,1,0,15,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,HierarchicalLedgerManager.java,HierarchicalLedgerManager,"'org.apache.bookkeeper.meta.HierarchicalLedgerManager.asyncProcessLevelNodes(String, Processor, AsyncCallback.VoidCallback, Object, int, int)'",27,1,6,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.RegionSpecificSeqId.Builder.java,PubSubProtocol.RegionSpecificSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder.create(),5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,"'org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)'",71,2,2,7,14,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.RegionSpecificSeqId.Builder.java,PubSubProtocol.RegionSpecificSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder.buildPartial(),8,4,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.clearStopDeliveryRequest(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,FileInfo.java,FileInfo,"'org.apache.bookkeeper.bookie.FileInfo.readAbsolute(ByteBuffer, long)'",13,3,2,2,3,3,2,1,0,2,1,3,2,1.5,1,1,0.5,4,2,2,2,1,3,2,1.5,1,1,0.5,4,2,2,False
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,"'org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.setRemoteComponents(int, org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder)'",4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.setSubscriberId(com.google.protobuf.ByteString),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.clearProtocolVersion(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,BookKeeperAdmin.java,BookKeeperAdmin,"'org.apache.bookkeeper.client.BookKeeperAdmin.recoverLedger(InetSocketAddress, long, AsyncCallback.VoidCallback, List)'",90,4,4,11,11,12,3,1,0,5,1,10,4,2,30,24,6,40,28,8,5,1,10,4,2,30,24,6,40,28,8,False
4.0.0,1,2011-12-07,HedwigSubscriber.java,HedwigSubscriber,"'org.apache.hedwig.client.netty.HedwigSubscriber.asyncSubUnsub(ByteString, ByteString, Callback, Object, OperationType, CreateOrAttach)'",35,3,6,2,4,4,2,1,0,3,1,4,2,1.333333,4,2,1.333333,8,4,2.666667,3,1,4,2,1.333333,4,2,1.333333,8,4,2.666667,False
4.0.0,1,2011-12-07,PubSubProtocol.Message.Builder.java,PubSubProtocol.Message.Builder,org.apache.hedwig.protocol.PubSubProtocol.Message.Builder.create(),5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.setMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,ServerStats.java,ServerStats,org.apache.bookkeeper.proto.ServerStats.unregister(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,SubscribeResponseHandler.java,SubscribeResponseHandler,"'org.apache.hedwig.client.handlers.SubscribeResponseHandler.handleSubscribeResponse(PubSubResponse, PubSubData, Channel)'",64,3,3,1,7,3,1,1,0,9,2,17,5,1.888889,15,5,1.666667,32,10,3.555556,9,2,17,5,1.888889,15,5,1.666667,32,10,3.555556,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.clone(),3,1,0,0,1,0,0,1,0,1,1,3,3,3,9,9,9,12,12,12,1,1,3,3,3,9,9,9,12,12,12,True
4.0.0,1,2011-12-07,LedgerRecoveryOp.java,LedgerRecoveryOp,"'org.apache.bookkeeper.client.LedgerRecoveryOp.readEntryComplete(int, long, long, ChannelBuffer, Object)'",42,8,5,3,7,8,3,1,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,False
4.0.0,1,2011-12-07,BookkeeperPersistenceManager.java,BookkeeperPersistenceManager,"'org.apache.hedwig.server.persistence.BookkeeperPersistenceManager.consumedUntil(ByteString, Long)'",25,3,2,3,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,LedgerHandle.java,LedgerHandle,"'org.apache.bookkeeper.client.LedgerHandle.operationComplete(int, Void)'",7,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.buildParsed(),6,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,BookieBenchmark.java,BookieBenchmark,org.apache.hedwig.server.benchmark.BookieBenchmark.doOps(int),28,7,1,11,2,1,1,1,0,11,3,128,103,11.636364,25,7,2.272727,153,103,13.909091,11,3,128,103,11.636364,25,7,2.272727,153,103,13.909091,True
4.0.0,1,2011-12-07,PubSubProtocol.PublishRequest.Builder.java,PubSubProtocol.PublishRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.Builder.create(),5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,LedgerRecoveryOp.java,LedgerRecoveryOp,org.apache.bookkeeper.client.LedgerRecoveryOp.doRecoveryRead(),4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LedgerHandle.java,LedgerHandle,"'org.apache.bookkeeper.client.LedgerHandle.processResult(int, String, Object, byte[], Stat)'",14,3,5,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,AbstractSubscriptionManager.java,AbstractSubscriptionManager,org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.notifyUnsubcribe(ByteString),3,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,HedwigClientImpl.java,HedwigClientImpl,"'org.apache.hedwig.client.netty.HedwigClientImpl.storeTopic2HostMapping(PubSubData, Channel)'",23,5,2,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LocalBookKeeper.java,LocalBookKeeper,org.apache.bookkeeper.util.LocalBookKeeper.main(String[]),24,8,1,3,5,6,3,1,0,7,3,40,13,5.714286,26,12,3.714286,66,22,9.428571,7,3,40,13,5.714286,26,12,3.714286,66,22,9.428571,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.setProtocolVersion(org.apache.hedwig.protocol.PubSubProtocol.ProtocolVersion),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,FlatLedgerManager.java,FlatLedgerManager,org.apache.bookkeeper.meta.FlatLedgerManager.garbageCollectLedgers(GarbageCollector),15,1,1,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LedgerHandle.SyncCloseCallback.java,LedgerHandle.SyncCloseCallback,"'org.apache.bookkeeper.client.LedgerHandle.SyncCloseCallback.closeComplete(int, LedgerHandle, Object)'",8,3,3,1,1,0,0,1,0,1,1,15,15,15,14,14,14,29,29,29,1,1,15,15,15,14,14,14,29,29,29,False
4.0.0,1,2011-12-07,NIOServerFactory.java,NIOServerFactory,org.apache.bookkeeper.proto.NIOServerFactory.getLocalAddress(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.clearMessage(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,BookieBenchmark.java,BookieBenchmark,"'org.apache.hedwig.server.benchmark.BookieBenchmark.writeComplete(int, long, long, InetSocketAddress, Object)'",3,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,BenchmarkSubscriber.java,BenchmarkSubscriber,"'org.apache.hedwig.client.benchmark.BenchmarkSubscriber.multiSub(String, String, int, int, int)'",15,6,5,4,4,4,2,1,0,2,1,2,1,1,2,1,1,4,2,2,2,1,2,1,1,2,1,1,4,2,2,True
4.0.0,1,2011-12-07,ServerConfiguration.java,ServerConfiguration,org.apache.bookkeeper.conf.ServerConfiguration.getLedgerDirs(),11,5,0,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.ConsumeRequest.Builder.java,PubSubProtocol.ConsumeRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest.Builder.setSubscriberId(com.google.protobuf.ByteString),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,AbstractSubscriptionManager.AcquireOp.java,AbstractSubscriptionManager.AcquireOp,"'org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.AcquireOp.operationFailed(Object, PubSubException)'",4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,AbstractSubscriptionManager.java,AbstractSubscriptionManager,"'org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.notifySubscribe(ByteString, boolean, Callback, Object)'",6,2,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,AbstractTopicManager.java,AbstractTopicManager,org.apache.hedwig.server.topics.AbstractTopicManager.run(),16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.clone(),3,1,0,0,1,0,0,1,0,1,1,3,3,3,8,8,8,11,11,11,1,1,3,3,3,8,8,8,11,11,11,True
4.0.0,1,2011-12-07,BookieClient.java,BookieClient,"'org.apache.bookkeeper.proto.BookieClient.addEntry(InetSocketAddress, long, byte[], long, ChannelBuffer, WriteCallback, Object, int)'",14,2,8,1,2,1,1,1,0,2,1,2,1,1,3,2,1.5,5,3,2.5,2,1,2,1,1,3,2,1.5,5,3,2.5,False
4.0.0,1,2011-12-07,ReadLastConfirmedOp.java,ReadLastConfirmedOp,org.apache.bookkeeper.client.ReadLastConfirmedOp.initiate(),5,1,0,1,2,1,1,1,0,2,1,103,101,51.5,1,1,0.5,104,101,52,2,1,103,101,51.5,1,1,0.5,104,101,52,True
4.0.0,1,2011-12-07,HierarchicalLedgerManager.java,HierarchicalLedgerManager,org.apache.bookkeeper.meta.HierarchicalLedgerManager.getLedgerIdFromGenPath(String),10,3,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PendingReadOp.java,PendingReadOp,"'org.apache.bookkeeper.client.PendingReadOp.sendRead(ArrayList, LedgerEntry, int)'",11,4,3,1,2,1,1,1,0,1,1,2,2,2,1,1,1,3,3,3,1,1,2,2,2,1,1,1,3,3,3,True
4.0.0,1,2011-12-07,ZkSubscriptionManager.java,ZkSubscriptionManager,"'org.apache.hedwig.server.subscriptions.ZkSubscriptionManager.safeProcessResult(int, String, Object, byte[], Stat)'",27,7,5,3,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse),27,10,1,0,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,LedgerManagerFactory.java,LedgerManagerFactory,"'org.apache.bookkeeper.meta.LedgerManagerFactory.newLedgerManager(AbstractConfiguration, ZooKeeper)'",42,7,2,4,11,13,4,1,0,1,1,98,98,98,0,0,0,98,98,98,1,1,98,98,98,0,0,0,98,98,98,False
4.0.0,1,2011-12-07,PubSubProtocol.Message.Builder.java,PubSubProtocol.Message.Builder,org.apache.hedwig.protocol.PubSubProtocol.Message.Builder.clearBody(),5,3,0,0,1,0,0,1,0,2,1,3,3,1.5,573,571,286.5,576,574,288,2,1,3,3,1.5,573,571,286.5,576,574,288,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.clearPublishRequest(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.LedgerRange.java,PubSubProtocol.LedgerRange,org.apache.hedwig.protocol.PubSubProtocol.LedgerRange.isInitialized(),9,3,0,0,4,4,2,1,0,1,1,6,6,6,2,2,2,8,8,8,1,1,6,6,6,2,2,2,8,8,8,True
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,"'org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)'",29,2,2,3,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.LedgerRanges.Builder.java,PubSubProtocol.LedgerRanges.Builder,"'org.apache.hedwig.protocol.PubSubProtocol.LedgerRanges.Builder.mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)'",26,2,2,3,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.setProtocolVersion(org.apache.hedwig.protocol.PubSubProtocol.ProtocolVersion),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.java,PubSubProtocol,org.apache.hedwig.protocol.PubSubProtocol.assignDescriptors(com.google.protobuf.Descriptors.FileDescriptor),32,30,1,0,1,0,0,1,0,1,1,125,125,125,125,125,125,250,250,250,1,1,125,125,125,125,125,125,250,250,250,True
4.0.0,1,2011-12-07,LedgerHandle.java,LedgerHandle,"'org.apache.bookkeeper.client.LedgerHandle.readEntries(long, long)'",10,6,2,1,2,1,1,2,0,3,2,22,13,7.333333,22,19,7.333333,44,27,14.666667,3,2,22,13,7.333333,22,19,7.333333,44,27,14.666667,False
4.0.0,1,2011-12-07,SafeAsynBKCallback.ReadCallback.java,SafeAsynBKCallback.ReadCallback,"'org.apache.hedwig.zookeeper.SafeAsynBKCallback.ReadCallback.readComplete(int, LedgerHandle, Enumeration, Object)'",7,1,4,0,2,2,2,1,0,4,1,4,1,1,4,1,1,8,2,2,4,1,4,1,1,4,1,1,8,2,2,False
4.0.0,1,2011-12-07,BookieServer.java,BookieServer,"'org.apache.bookkeeper.proto.BookieServer.processPacket(ByteBuffer, Cnxn)'",91,8,2,8,19,19,4,1,0,22,1,62,18,2.818182,57,8,2.590909,119,21,5.409091,22,1,62,18,2.818182,57,8,2.590909,119,21,5.409091,True
4.0.0,1,2011-12-07,HierarchicalLedgerManager.java,HierarchicalLedgerManager,"'org.apache.bookkeeper.meta.HierarchicalLedgerManager.doGc(GarbageCollector, ConcurrentMap, HashSet)'",10,1,3,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.LedgerRanges.Builder.java,PubSubProtocol.LedgerRanges.Builder,"'org.apache.hedwig.protocol.PubSubProtocol.LedgerRanges.Builder.setRanges(int, org.apache.hedwig.protocol.PubSubProtocol.LedgerRange)'",7,3,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,BookKeeperAdmin.java,BookKeeperAdmin,"'org.apache.bookkeeper.client.BookKeeperAdmin.writeComplete(int, long, long, InetSocketAddress, Object)'",14,2,5,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,FileInfo.java,FileInfo,"'org.apache.bookkeeper.bookie.FileInfo.write(ByteBuffer[], long)'",19,3,2,3,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.LedgerRange.Builder.java,PubSubProtocol.LedgerRange.Builder,org.apache.hedwig.protocol.PubSubProtocol.LedgerRange.Builder.buildPartial(),8,4,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,EntryLogger.GarbageCollectorThread.java,EntryLogger.GarbageCollectorThread,org.apache.bookkeeper.bookie.EntryLogger.GarbageCollectorThread.doGcLedgers(),13,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.StopDeliveryRequest.Builder.java,PubSubProtocol.StopDeliveryRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.Builder.buildParsed(),6,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,UmbrellaHandler.java,UmbrellaHandler,"'org.apache.hedwig.server.netty.UmbrellaHandler.channelConnected(ChannelHandlerContext, ChannelStateEvent)'",17,1,2,0,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.ConsumeRequest.Builder.java,PubSubProtocol.ConsumeRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest.Builder.clone(),3,1,0,0,1,0,0,1,0,1,1,3,3,3,3,3,3,6,6,6,1,1,3,3,3,3,3,3,6,6,6,True
4.0.0,1,2011-12-07,TestClient.java,TestClient,"'org.apache.bookkeeper.benchmark.TestClient.writeSameEntryBatch(byte[], int)'",15,8,2,1,3,2,1,1,0,5,2,5,1,1,5,1,1,10,2,2,5,2,5,1,1,5,1,1,10,2,2,False
4.0.0,1,2011-12-07,MessageIdUtils.java,MessageIdUtils,"'org.apache.hedwig.protoextensions.MessageIdUtils.compare(List, List)'",15,3,2,3,5,5,2,1,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscribeRequest.Builder.java,PubSubProtocol.SubscribeRequest.Builder,"'org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.Builder.mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)'",40,2,2,4,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,SubscribeResponseHandler.java,SubscribeResponseHandler,org.apache.hedwig.client.handlers.SubscribeResponseHandler.handleSubscribeMessage(PubSubResponse),27,3,1,1,5,5,2,1,0,5,2,23,16,4.6,22,15,4.4,45,31,9,5,2,23,16,4.6,22,15,4.4,45,31,9,True
4.0.0,1,2011-12-07,ResponseHandler.java,ResponseHandler,"'org.apache.hedwig.client.netty.ResponseHandler.channelDisconnected(ChannelHandlerContext, ChannelStateEvent)'",69,8,2,3,9,10,3,1,0,4,1,4,1,1,4,1,1,8,2,2,4,1,4,1,1,4,1,1,8,2,2,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.setUnsubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.RegionSpecificSeqId.Builder.java,PubSubProtocol.RegionSpecificSeqId.Builder,"'org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder.mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)'",29,2,2,2,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,EntryLogger.java,EntryLogger,org.apache.bookkeeper.bookie.EntryLogger.extractLedgersFromEntryLogs(),61,3,0,10,10,12,4,1,0,4,2,34,29,8.5,29,23,7.25,63,33,15.75,4,2,34,29,8.5,29,23,7.25,63,33,15.75,True
4.0.0,1,2011-12-07,DigestManager.java,DigestManager,"'org.apache.bookkeeper.client.DigestManager.verifyDigest(long, ChannelBuffer, boolean)'",24,11,3,6,5,5,2,1,0,2,1,2,1,1,2,1,1,4,2,2,2,1,2,1,1,2,1,1,4,2,2,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.buildPartial(),11,5,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
