Version,ReleaseIndex,ReleaseData,File,Class,Signature,LOC,NumStatements,NumParams,NumLocalVars,Cyclomatic,CognitiveComplexity,NestingDepth,ReturnTypeComplexity,CodeSmells,MethodHistories,N-Authors,Churn,Stmt_Added,Stmt_Deleted,Total_MethodHistories,Total_N-Authors,Total_Churn,Total_Stmt_Added,Total_Stmt_Deleted,isBuggy
4.1.0,2,2012-06-13,FIFODeliveryManager.java,FIFODeliveryManager,"org.apache.hedwig.server.delivery.FIFODeliveryManager.stopServingSubscriber(ByteString, ByteString)",6,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,SubscriptionManager.java,SubscriptionManager,"org.apache.hedwig.server.subscriptions.SubscriptionManager.setConsumeSeqIdForSubscriber(ByteString, ByteString, MessageSeqId, Callback, Object)",0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.getPublishRequest(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,LedgerManager.java,LedgerManager,org.apache.bookkeeper.meta.LedgerManager.getLedgerPath(long),0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,144,144,0,False
4.1.0,2,2012-06-13,ProxyPublishHander.java,ProxyPublishHander,"org.apache.hedwig.server.proxy.ProxyPublishHander.operationFinished(Object, Void)",3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.ConsumeRequest.Builder.java,PubSubProtocol.ConsumeRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest.Builder.clearMsgId(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HedwigConsole.HelpCmd.java,HedwigConsole.HelpCmd,org.apache.hedwig.admin.console.HedwigConsole.HelpCmd.runCmd(String[]),15,4,1,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HedwigAdmin.java,HedwigAdmin,org.apache.hedwig.admin.HedwigAdmin.getTopicSubscriptions(ByteString),20,3,1,9,4,5,3,3,1,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,LedgerCacheImpl.java,LedgerCacheImpl,"org.apache.bookkeeper.bookie.LedgerCacheImpl.putEntryOffset(long, long, long)",15,5,3,3,3,2,1,1,0,1,1,7,1,6,1,1,7,1,6,False
4.1.0,2,2012-06-13,RegionManager.java,RegionManager,"org.apache.hedwig.server.regions.RegionManager.operationFailed(Object, PubSubException)",4,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.Message.java,PubSubProtocol.Message,org.apache.hedwig.protocol.PubSubProtocol.Message.newBuilder(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.MessageSeqId.java,PubSubProtocol.MessageSeqId,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.newBuilderForType(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,BookieClient.Counter.java,BookieClient.Counter,org.apache.bookkeeper.proto.BookieClient.Counter.total(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,JLineHedwigCompletor.java,JLineHedwigCompletor,"org.apache.hedwig.admin.console.JLineHedwigCompletor.complete(String, int, List)",18,6,3,3,4,4,2,1,0,1,1,92,92,0,1,1,92,92,0,False
4.1.0,2,2012-06-13,MessageHandler.java,MessageHandler,"org.apache.hedwig.client.api.MessageHandler.deliver(ByteString, ByteString, Message, Callback, Object)",0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,False
4.1.0,2,2012-06-13,BookieShell.java,BookieShell,org.apache.bookkeeper.bookie.BookieShell.readLedgerIndexEntries(long),37,9,1,9,6,8,4,1,6,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,EntryLogger.java,EntryLogger,"org.apache.bookkeeper.bookie.EntryLogger.setLastLogId(File, long)",14,4,2,2,2,3,3,1,1,1,1,2,1,1,1,1,2,1,1,False
4.1.0,2,2012-06-13,AbstractSubscriptionManager.ReleaseOp.java,AbstractSubscriptionManager.ReleaseOp,"org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.ReleaseOp.operationFailed(Object, PubSubException)",4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.StopDeliveryRequest.Builder.java,PubSubProtocol.StopDeliveryRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.Builder.build(),6,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PublishRequest.java,PubSubProtocol.PublishRequest,org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.getDefaultInstance(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,BookKeeper.SyncCreateCallback.java,BookKeeper.SyncCreateCallback,"org.apache.bookkeeper.client.BookKeeper.SyncCreateCallback.createComplete(int, LedgerHandle, Object)",6,4,3,1,1,0,0,1,0,0,0,0,0,0,1,1,60,60,0,False
4.1.0,2,2012-06-13,AbstractSubscriptionManager.java,AbstractSubscriptionManager,"org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.setConsumeSeqIdForSubscriber(ByteString, ByteString, MessageSeqId, Callback, Object)",3,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PersistenceManager.java,PersistenceManager,org.apache.hedwig.server.persistence.PersistenceManager.scanSingleMessage(ScanRequest),0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,AbstractBenchmark.java,AbstractBenchmark,org.apache.hedwig.server.benchmark.AbstractBenchmark.run(),11,8,0,2,1,0,0,1,0,0,0,0,0,0,4,1,20,12,8,False
4.1.0,2,2012-06-13,LedgerLayout.java,LedgerLayout,org.apache.bookkeeper.meta.LedgerLayout.hashCode(),3,1,0,0,1,0,0,1,0,1,1,5,5,0,1,1,5,5,0,False
4.1.0,2,2012-06-13,Subscriber.java,Subscriber,"org.apache.hedwig.client.api.Subscriber.asyncSubscribe(ByteString, ByteString, SubscriptionOptions, Callback, Object)",0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.MessageSeqId.java,PubSubProtocol.MessageSeqId,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.getDescriptor(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,CallbackUtils.java,CallbackUtils,"org.apache.hedwig.util.CallbackUtils.multiCallback(int, Callback, Object, Logger, String, String, Runnable)",38,1,7,2,6,7,3,2,0,0,0,0,0,0,3,1,6,3,3,False
4.1.0,2,2012-06-13,PubSubProtocol.LedgerRanges.java,PubSubProtocol.LedgerRanges,org.apache.hedwig.protocol.PubSubProtocol.LedgerRanges.parseFrom(java.io.InputStream),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,BookkeeperInternalCallbacks.ReadEntryCallback.java,BookkeeperInternalCallbacks.ReadEntryCallback,"org.apache.bookkeeper.proto.BookkeeperInternalCallbacks.ReadEntryCallback.readEntryComplete(int, long, long, ChannelBuffer, Object)",0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,LocalDBPersistenceManager.java,LocalDBPersistenceManager,"org.apache.hedwig.server.persistence.LocalDBPersistenceManager.scanMessagesInternal(ByteString, long, int, long, ScanCallback, Object, int)",79,6,7,11,14,17,5,1,0,3,1,11,9,2,5,2,15,11,4,False
4.1.0,2,2012-06-13,FIFODeliveryManager.StopServingSubscriber.java,FIFODeliveryManager.StopServingSubscriber,org.apache.hedwig.server.delivery.FIFODeliveryManager.StopServingSubscriber.performRequest(),14,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,8,4,4,True
4.1.0,2,2012-06-13,HedwigClientImpl.java,HedwigClientImpl,org.apache.hedwig.client.netty.HedwigClientImpl.getSslFactory(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,CacheValue.java,CacheValue,org.apache.hedwig.server.persistence.CacheValue.setErrorAndInvokeCallbacks(Exception),6,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.LedgerRange.java,PubSubProtocol.LedgerRange,org.apache.hedwig.protocol.PubSubProtocol.LedgerRange.hasLedgerId(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,30,7,23,False
4.1.0,2,2012-06-13,HierarchicalLedgerManager.java,HierarchicalLedgerManager,"org.apache.bookkeeper.meta.HierarchicalLedgerManager.addActiveLedger(long, boolean)",3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,FileSystemUpgrade.java,FileSystemUpgrade,org.apache.bookkeeper.bookie.FileSystemUpgrade.detectPreviousVersion(File),23,6,1,3,5,5,2,1,0,1,1,160,160,0,1,1,160,160,0,False
4.1.0,2,2012-06-13,HardLink.HardLinkCGUnix.java,HardLink.HardLinkCGUnix,org.apache.bookkeeper.util.HardLink.HardLinkCGUnix.linkCount(File),6,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.SubscribeRequest.Builder.java,PubSubProtocol.SubscribeRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.Builder.clearMessageBound(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.UnsubscribeRequest.java,PubSubProtocol.UnsubscribeRequest,org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest.isInitialized(),5,2,0,0,2,1,1,1,0,0,0,0,0,0,1,1,14,3,11,False
4.1.0,2,2012-06-13,BookieProtocol.PacketHeader.java,BookieProtocol.PacketHeader,org.apache.bookkeeper.proto.BookieProtocol.PacketHeader.getVersion(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,LedgerHandle.java,LedgerHandle,org.apache.bookkeeper.client.LedgerHandle.close(),9,5,0,1,2,1,1,1,0,0,0,0,0,0,3,1,8,6,2,False
4.1.0,2,2012-06-13,PubSubProtocol.PublishRequest.Builder.java,PubSubProtocol.PublishRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.Builder.build(),6,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HierarchicalLedgerManager.java,HierarchicalLedgerManager,org.apache.bookkeeper.meta.HierarchicalLedgerManager.run(),15,1,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.RegionSpecificSeqId.Builder.java,PubSubProtocol.RegionSpecificSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder.clone(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.Message.Builder.java,PubSubProtocol.Message.Builder,org.apache.hedwig.protocol.PubSubProtocol.Message.Builder.setMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PublishRequest.Builder.java,PubSubProtocol.PublishRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.Builder.mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PublishRequest),9,4,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,FileInfo.java,FileInfo,org.apache.bookkeeper.bookie.FileInfo.release(),10,2,0,0,3,4,3,1,0,1,1,2,1,1,3,2,6,3,3,True
4.1.0,2,2012-06-13,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.internalGetResult(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HedwigBenchmark.java,HedwigBenchmark,org.apache.hedwig.client.benchmark.HedwigBenchmark.isSSLEnabled(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.MessageSeqId.java,PubSubProtocol.MessageSeqId,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.getRemoteComponentsCount(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,LocalDBPersistenceManager.java,LocalDBPersistenceManager,org.apache.hedwig.server.persistence.LocalDBPersistenceManager.scanSingleMessage(ScanRequest),4,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,False
4.1.0,2,2012-06-13,InterleavedLedgerStorage.EntryLogCompactionScanner.java,InterleavedLedgerStorage.EntryLogCompactionScanner,org.apache.bookkeeper.bookie.InterleavedLedgerStorage.EntryLogCompactionScanner.accept(long),5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PublishRequest.java,PubSubProtocol.PublishRequest,org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.toBuilder(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,BenchReadThroughputLatency.java,BenchReadThroughputLatency,org.apache.bookkeeper.benchmark.BenchReadThroughputLatency.main(String[]),110,24,1,20,17,22,7,1,1,6,1,12,9,3,6,1,12,9,3,False
4.1.0,2,2012-06-13,NIOServerFactory.Cnxn.java,NIOServerFactory.Cnxn,org.apache.bookkeeper.proto.NIOServerFactory.Cnxn.close(),48,10,0,0,8,9,3,1,3,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,ServerConfiguration.java,ServerConfiguration,org.apache.bookkeeper.conf.ServerConfiguration.setJournalDirName(String),4,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,False
4.1.0,2,2012-06-13,PubSubServerMXBean.java,PubSubServerMXBean,org.apache.hedwig.server.netty.PubSubServerMXBean.getNumRequestsRedirect(),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.hasMsgId(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.SubscriptionOptions.java,PubSubProtocol.SubscriptionOptions,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionOptions.initFields(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HedwigSocketAddress.java,HedwigSocketAddress,org.apache.hedwig.util.HedwigSocketAddress.isSSLEnabled(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubRequest.java,PubSubProtocol.PubSubRequest,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.getTriedServersCount(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,Subscriber.java,Subscriber,"org.apache.hedwig.client.api.Subscriber.asyncCloseSubscription(ByteString, ByteString, Callback, Object)",0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,False
4.1.0,2,2012-06-13,AbstractSubscriptionManager.java,AbstractSubscriptionManager,"org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.serveSubscribeRequest(ByteString, SubscribeRequest, MessageSeqId, Callback, Object)",3,1,5,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,False
4.1.0,2,2012-06-13,BenchThroughputLatency.java,BenchThroughputLatency,org.apache.bookkeeper.benchmark.BenchThroughputLatency.close(),6,2,0,1,2,1,1,1,0,1,1,425,425,0,1,1,425,425,0,False
4.1.0,2,2012-06-13,PubSubProtocol.StartDeliveryRequest.java,PubSubProtocol.StartDeliveryRequest,org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest.parseDelimitedFrom(java.io.InputStream),8,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PerChannelBookieClient.java,PerChannelBookieClient,org.apache.bookkeeper.proto.PerChannelBookieClient.close(),9,2,0,0,3,2,1,1,0,1,1,4,4,0,2,2,6,5,1,True
4.1.0,2,2012-06-13,LedgerHandle.java,LedgerHandle,org.apache.bookkeeper.client.LedgerHandle.addToLength(long),4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PerChannelBookieClient.java,PerChannelBookieClient,org.apache.bookkeeper.proto.PerChannelBookieClient.errorOutReadKey(CompletionKey),13,1,1,1,2,1,1,1,0,0,0,0,0,0,2,1,4,2,2,False
4.1.0,2,2012-06-13,HedwigClientImpl.java,HedwigClientImpl,org.apache.hedwig.client.netty.HedwigClientImpl.getHostFromChannel(Channel),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HedwigConsole.MyCommandOptions.java,HedwigConsole.MyCommandOptions,org.apache.hedwig.admin.console.HedwigConsole.MyCommandOptions.parseOptions(String[]),24,4,1,3,5,7,4,1,1,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,ProxyStopDeliveryHandler.java,ProxyStopDeliveryHandler,"org.apache.hedwig.server.proxy.ProxyStopDeliveryHandler.handleRequest(PubSubRequest, Channel)",24,4,2,2,4,4,2,1,0,1,1,2,1,1,2,2,75,74,1,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.setTopic(com.google.protobuf.ByteString),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,SafeAsyncZKCallback.StatCallback.java,SafeAsyncZKCallback.StatCallback,"org.apache.hedwig.zookeeper.SafeAsyncZKCallback.StatCallback.processResult(int, String, Object, Stat)",7,1,4,0,2,2,2,1,1,0,0,0,0,0,1,1,98,98,0,False
4.1.0,2,2012-06-13,RegionManager.java,RegionManager,"org.apache.hedwig.server.regions.RegionManager.onFirstLocalSubscribe(ByteString, boolean, Callback)",19,2,3,3,4,3,1,1,0,3,1,66,4,62,14,3,275,199,76,False
4.1.0,2,2012-06-13,Either.java,Either,"org.apache.hedwig.util.Either.of(T, U)",3,1,2,0,1,0,0,3,0,0,0,0,0,0,1,1,50,50,0,False
4.1.0,2,2012-06-13,ClientConfiguration.java,ClientConfiguration,org.apache.bookkeeper.conf.ClientConfiguration.getBookieRecoveryDigestType(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HardLink.java,HardLink,"org.apache.bookkeeper.util.HardLink.createHardLinkMult(File, String[], File)",5,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,ServerConfiguration.java,ServerConfiguration,org.apache.bookkeeper.conf.ServerConfiguration.setMaxBackupJournals(int),4,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,False
4.1.0,2,2012-06-13,HedwigProxy.java,HedwigProxy,org.apache.hedwig.server.proxy.HedwigProxy.main(String[]),22,4,1,4,5,6,3,1,1,1,1,2,1,1,1,1,2,1,1,False
4.1.0,2,2012-06-13,LedgerCache.java,LedgerCache,org.apache.bookkeeper.bookie.LedgerCache.flushLedger(boolean),0,0,1,0,1,0,0,1,0,3,1,98,6,92,5,2,103,9,94,False
4.1.0,2,2012-06-13,EntryFormatter.java,EntryFormatter,org.apache.bookkeeper.util.EntryFormatter.formatEntry(java.io.InputStream),0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,LocalDBPersistenceManager.java,LocalDBPersistenceManager,org.apache.hedwig.server.persistence.LocalDBPersistenceManager.instance(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,RangeScanRequest.java,RangeScanRequest,org.apache.hedwig.server.persistence.RangeScanRequest.getMessageLimit(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.getTopic(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubResponse.java,PubSubProtocol.PubSubResponse,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.hasMessage(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,9,7,2,False
4.1.0,2,2012-06-13,FileInfo.java,FileInfo,org.apache.bookkeeper.bookie.FileInfo.use(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,LedgerEntryPage.java,LedgerEntryPage,org.apache.bookkeeper.bookie.LedgerEntryPage.getLedger(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,ZkTopicManager.java,ZkTopicManager,"org.apache.hedwig.server.topics.ZkTopicManager.safeProcessResult(int, String, Object)",8,2,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,AsyncCallback.RecoverCallback.java,AsyncCallback.RecoverCallback,"org.apache.bookkeeper.client.AsyncCallback.RecoverCallback.recoverComplete(int, Object)",0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,12,11,1,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.setConsumeRequest(org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,ReadAheadCache.java,ReadAheadCache,"org.apache.hedwig.server.persistence.ReadAheadCache.getSeqIdAfterSkipping(ByteString, long, int)",3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PublishHandler.java,PublishHandler,"org.apache.hedwig.server.handlers.PublishHandler.operationFinished(Object, Long)",4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
4.1.0,2,2012-06-13,HedwigConsole.java,HedwigConsole,org.apache.hedwig.admin.console.HedwigConsole.printMessage(String),5,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.setSubscribeRequest(org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.Builder),5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,Journal.java,Journal,"org.apache.bookkeeper.bookie.Journal.scanJournal(long, long, JournalScanner)",42,4,3,6,7,8,3,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.Message.java,PubSubProtocol.Message,org.apache.hedwig.protocol.PubSubProtocol.Message.hasBody(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,30,7,23,False
4.1.0,2,2012-06-13,LedgerCacheMXBean.java,LedgerCacheMXBean,org.apache.bookkeeper.bookie.LedgerCacheMXBean.getPageCount(),0,0,0,0,1,0,0,1,0,1,1,60,60,0,1,1,60,60,0,False
4.1.0,2,2012-06-13,ZkSubscriptionManager.java,ZkSubscriptionManager,"org.apache.hedwig.server.subscriptions.ZkSubscriptionManager.safeProcessResult(int, String, Object, Stat)",11,1,4,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,PubSubProtocol.PubSubRequest.java,PubSubProtocol.PubSubRequest,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.parseFrom(com.google.protobuf.ByteString),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HedwigAdmin.java,HedwigAdmin,org.apache.hedwig.admin.HedwigAdmin.getTopicOwner(ByteString),12,5,1,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HedwigSubscriber.java,HedwigSubscriber,"org.apache.hedwig.client.netty.HedwigSubscriber.operationFinished(Object, Void)",3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
4.1.0,2,2012-06-13,PubSubProtocol.RegionSpecificSeqId.Builder.java,PubSubProtocol.RegionSpecificSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder.getRegion(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,BookieBean.java,BookieBean,org.apache.bookkeeper.bookie.BookieBean.getQueueLength(),3,1,0,0,1,0,0,1,0,1,1,2,1,1,1,1,2,1,1,False
4.1.0,2,2012-06-13,BookKeeperAdmin.SingleFragmentCallback.WriteCb.java,BookKeeperAdmin.SingleFragmentCallback.WriteCb,"org.apache.bookkeeper.client.BookKeeperAdmin.SingleFragmentCallback.WriteCb.operationComplete(int, LedgerMetadata)",9,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,FIFODeliveryManager.java,FIFODeliveryManager,org.apache.hedwig.server.delivery.FIFODeliveryManager.retryErroredSubscriberAfterDelay(ActiveSubscriberState),6,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,True
4.1.0,2,2012-06-13,LedgerCacheImpl.java,LedgerCacheImpl,org.apache.bookkeeper.bookie.LedgerCacheImpl.isHidden(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,Journal.java,Journal,org.apache.bookkeeper.bookie.Journal.run(),71,4,0,8,12,16,6,1,0,6,1,13,9,4,6,1,13,9,4,True
4.1.0,2,2012-06-13,PubSubProtocol.UnsubscribeRequest.java,PubSubProtocol.UnsubscribeRequest,org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest.parseDelimitedFrom(java.io.InputStream),8,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.1.0,2,2012-06-13,HardLink.java,HardLink,org.apache.bookkeeper.util.HardLink.getMaxAllowedCmdArgLength(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
