Version,ReleaseIndex,ReleaseData,File,Class,Signature,LOC,NumStatements,NumParams,NumLocalVars,Cyclomatic,CognitiveComplexity,NestingDepth,ReturnTypeComplexity,CodeSmells,MethodHistories,N-Authors,Churn,Stmt_Added,Stmt_Deleted,Total_MethodHistories,Total_N-Authors,Total_Churn,Total_Stmt_Added,Total_Stmt_Deleted,isBuggy
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.buildPartial(),11,5,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PendingReadOp.java,PendingReadOp,org.apache.bookkeeper.client.PendingReadOp.submitCallback(int),3,1,1,0,1,0,0,1,0,1,1,2,1,1,1,1,2,1,1,True
4.0.0,1,2011-12-07,LedgerEntryPage.java,LedgerEntryPage,org.apache.bookkeeper.bookie.LedgerEntryPage.getLastEntry(),8,2,0,1,3,3,2,1,0,1,1,2,1,1,1,1,2,1,1,False
4.0.0,1,2011-12-07,HedwigClient.java,HedwigClient,org.apache.hedwig.client.HedwigClient.close(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,SafeAsynBKCallback.CreateCallback.java,SafeAsynBKCallback.CreateCallback,"org.apache.hedwig.zookeeper.SafeAsynBKCallback.CreateCallback.safeCreateComplete(int, LedgerHandle, Object)",0,0,3,0,1,0,0,1,0,1,1,2,1,1,1,1,2,1,1,False
4.0.0,1,2011-12-07,AbstractSubscriptionManager.java,AbstractSubscriptionManager,"org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.createSubscriptionState(ByteString, ByteString, SubscriptionState, Callback, Object)",0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.java,PubSubProtocol.PubSubRequest,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.hasStartDeliveryRequest(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscribeRequest.Builder.java,PubSubProtocol.SubscribeRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.Builder.getCreateOrAttach(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,BookieServer.java,BookieServer,org.apache.bookkeeper.proto.BookieServer.join(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,NIOServerFactory.Cnxn.java,NIOServerFactory.Cnxn,org.apache.bookkeeper.proto.NIOServerFactory.Cnxn.getStats(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.LedgerRanges.java,PubSubProtocol.LedgerRanges,org.apache.hedwig.protocol.PubSubProtocol.LedgerRanges.getRangesCount(),3,1,0,0,1,0,0,1,0,1,1,10,2,8,1,1,10,2,8,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscribeRequest.java,PubSubProtocol.SubscribeRequest,org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.hasCreateOrAttach(),3,1,0,0,1,0,0,1,0,1,1,15,7,8,1,1,15,7,8,False
4.0.0,1,2011-12-07,BenchmarkUtils.BenchmarkCallback.java,BenchmarkUtils.BenchmarkCallback,org.apache.hedwig.client.benchmark.BenchmarkUtils.BenchmarkCallback.finish(boolean),5,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.getTriedServersCount(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.StopDeliveryRequest.java,PubSubProtocol.StopDeliveryRequest,org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.toBuilder(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscribeRequest.Builder.java,PubSubProtocol.SubscribeRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.Builder.getDescriptorForType(),3,1,0,0,1,0,0,1,0,1,1,13,4,9,1,1,13,4,9,False
4.0.0,1,2011-12-07,MarkerFileChannel.java,MarkerFileChannel,org.apache.bookkeeper.bookie.MarkerFileChannel.size(),4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LedgerHandle.SyncReadLastConfirmedCallback.java,LedgerHandle.SyncReadLastConfirmedCallback,"org.apache.bookkeeper.client.LedgerHandle.SyncReadLastConfirmedCallback.readLastConfirmedComplete(int, long, Object)",8,2,3,1,1,0,0,1,0,1,1,43,12,31,1,1,43,12,31,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.clearMsgId(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,MarkerFileChannel.java,MarkerFileChannel,org.apache.bookkeeper.bookie.MarkerFileChannel.read(ByteBuffer),4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.java,PubSubProtocol.PubSubRequest,"org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.parseFrom(byte[], com.google.protobuf.ExtensionRegistryLite)",3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,Bookie.java,Bookie,org.apache.bookkeeper.bookie.Bookie.getLastLogMark(),3,1,0,0,1,0,0,1,0,1,1,4,4,0,1,1,4,4,0,False
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.getLocalComponent(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.StopDeliveryRequest.java,PubSubProtocol.StopDeliveryRequest,org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.hasSubscriberId(),3,1,0,0,1,0,0,1,0,1,1,30,7,23,1,1,30,7,23,False
4.0.0,1,2011-12-07,FileUtils.java,FileUtils,org.apache.hedwig.util.FileUtils.createTempDirectory(String),3,1,1,0,1,0,0,1,0,1,1,97,97,0,1,1,97,97,0,False
4.0.0,1,2011-12-07,PubSubProtocol.StopDeliveryRequest.Builder.java,PubSubProtocol.StopDeliveryRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.Builder.getDescriptorForType(),3,1,0,0,1,0,0,1,0,1,1,110,109,1,1,1,110,109,1,False
4.0.0,1,2011-12-07,LedgerHandle.LastConfirmedCtx.java,LedgerHandle.LastConfirmedCtx,org.apache.bookkeeper.client.LedgerHandle.LastConfirmedCtx.setLastConfirmed(long),3,1,1,0,1,0,0,1,0,1,1,26,23,3,1,1,26,23,3,False
4.0.0,1,2011-12-07,FIFODeliveryManager.ActiveSubscriberState.java,FIFODeliveryManager.ActiveSubscriberState,org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState.setNotConnected(),4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,CRC32DigestManager.java,CRC32DigestManager,org.apache.bookkeeper.client.CRC32DigestManager.getValueAndReset(),7,5,0,2,1,0,0,2,0,1,1,2,1,1,1,1,2,1,1,False
4.0.0,1,2011-12-07,AbstractTopicManager.java,AbstractTopicManager,"org.apache.hedwig.server.topics.AbstractTopicManager.postReleaseCleanup(ByteString, Callback, Object)",0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,ResponseHandler.java,ResponseHandler,"org.apache.hedwig.client.netty.ResponseHandler.exceptionCaught(ChannelHandlerContext, ExceptionEvent)",4,2,2,0,1,0,0,1,0,1,1,2,1,1,1,1,2,1,1,False
4.0.0,1,2011-12-07,PubSubProtocol.RegionSpecificSeqId.java,PubSubProtocol.RegionSpecificSeqId,org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.parseFrom(com.google.protobuf.CodedInputStream),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.LedgerRanges.Builder.java,PubSubProtocol.LedgerRanges.Builder,org.apache.hedwig.protocol.PubSubProtocol.LedgerRanges.Builder.getRanges(int),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LedgerEntryPage.java,LedgerEntryPage,org.apache.bookkeeper.bookie.LedgerEntryPage.setFirstEntry(long),6,2,1,0,2,1,1,1,0,1,1,4,2,2,1,1,4,2,2,False
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.java,PubSubProtocol.MessageSeqId,"org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.parseFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)",3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,DeliveryCallback.java,DeliveryCallback,org.apache.hedwig.server.delivery.DeliveryCallback.sendingFinished(),0,0,0,0,1,0,0,1,0,1,1,27,27,0,1,1,27,27,0,False
4.0.0,1,2011-12-07,SubscriptionEventListener.java,SubscriptionEventListener,org.apache.hedwig.server.subscriptions.SubscriptionEventListener.onLastLocalUnsubscribe(ByteString),0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.StopDeliveryRequest.java,PubSubProtocol.StopDeliveryRequest,org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.newBuilder(org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,ConnectCallback.java,ConnectCallback,org.apache.hedwig.client.netty.ConnectCallback.operationComplete(ChannelFuture),61,4,1,1,9,10,3,1,0,4,2,128,125,3,4,2,128,125,3,False
4.0.0,1,2011-12-07,Either.java,Either,org.apache.hedwig.util.Either.left(T),3,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.mergeFrom(org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest),45,15,1,0,15,15,2,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,HierarchicalLedgerManager.java,HierarchicalLedgerManager,"org.apache.bookkeeper.meta.HierarchicalLedgerManager.asyncProcessLevelNodes(String, Processor, AsyncCallback.VoidCallback, Object, int, int)",27,1,6,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,ServerConfiguration.java,ServerConfiguration,org.apache.bookkeeper.conf.ServerConfiguration.getZkTimeout(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,ServerConfiguration.java,ServerConfiguration,org.apache.hedwig.server.common.ServerConfiguration.getServerPort(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,ReadOnlyLedgerHandle.java,ReadOnlyLedgerHandle,org.apache.bookkeeper.client.ReadOnlyLedgerHandle.addEntry(byte[]),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,CacheKey.java,CacheKey,org.apache.hedwig.server.persistence.CacheKey.getSeqId(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.Message.java,PubSubProtocol.Message,org.apache.hedwig.protocol.PubSubProtocol.Message.toBuilder(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,MarkerFileChannel.java,MarkerFileChannel,"org.apache.bookkeeper.bookie.MarkerFileChannel.map(MapMode, long, long)",4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,HedwigClientImpl.java,HedwigClientImpl,org.apache.hedwig.client.netty.HedwigClientImpl.getClientTimer(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.OperationType.java,PubSubProtocol.OperationType,org.apache.hedwig.protocol.PubSubProtocol.OperationType.getNumber(),3,1,0,0,1,0,0,1,0,1,1,88,36,52,1,1,88,36,52,False
4.0.0,1,2011-12-07,ServerStats.java,ServerStats,org.apache.bookkeeper.proto.ServerStats.getLastProcessedZxid(),5,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,FIFODeliveryManager.ActiveSubscriberState.java,FIFODeliveryManager.ActiveSubscriberState,org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState.getLastScanErrorTime(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LedgerManager.GarbageCollector.java,LedgerManager.GarbageCollector,org.apache.bookkeeper.meta.LedgerManager.GarbageCollector.gc(long),0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.RegionSpecificSeqId.Builder.java,PubSubProtocol.RegionSpecificSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder.create(),5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,Client.java,Client,org.apache.hedwig.client.api.Client.getSubscriber(),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,"org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.mergeFrom(com.google.protobuf.CodedInputStream, com.google.protobuf.ExtensionRegistryLite)",71,2,2,7,14,8,3,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,FileUtils.java,FileUtils,"org.apache.hedwig.util.FileUtils.createTempDirectory(String, String)",11,5,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,BookKeeper.java,BookKeeper,"org.apache.bookkeeper.client.BookKeeper.createLedger(DigestType, byte[])",3,1,2,0,1,0,0,1,0,2,2,105,4,101,2,2,105,4,101,False
4.0.0,1,2011-12-07,TrivialOwnAllTopicManager.java,TrivialOwnAllTopicManager,"org.apache.hedwig.server.topics.TrivialOwnAllTopicManager.postReleaseCleanup(ByteString, Callback, Object)",4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.RegionSpecificSeqId.Builder.java,PubSubProtocol.RegionSpecificSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder.buildPartial(),8,4,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,BookKeeper.java,BookKeeper,"org.apache.bookkeeper.client.BookKeeper.asyncOpenLedgerNoRecovery(long, DigestType, byte[], OpenCallback, Object)",3,1,5,0,1,0,0,1,0,3,1,30,26,4,3,1,30,26,4,False
4.0.0,1,2011-12-07,LedgerManager.java,LedgerManager,"org.apache.bookkeeper.meta.LedgerManager.addActiveLedger(long, boolean)",0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.clearStopDeliveryRequest(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,FileInfo.java,FileInfo,"org.apache.bookkeeper.bookie.FileInfo.readAbsolute(ByteBuffer, long)",13,3,2,2,3,3,2,1,0,2,1,4,3,1,2,1,4,3,1,False
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,"org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.setRemoteComponents(int, org.apache.hedwig.protocol.PubSubProtocol.RegionSpecificSeqId.Builder)",4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.setSubscriberId(com.google.protobuf.ByteString),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,DigestManager.java,DigestManager,org.apache.bookkeeper.client.DigestManager.update(byte[]),3,1,1,0,1,0,0,1,0,1,1,4,2,2,1,1,4,2,2,False
4.0.0,1,2011-12-07,LedgerEntryPage.java,LedgerEntryPage,org.apache.bookkeeper.bookie.LedgerEntryPage.getOffset(int),4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.ProtocolVersion.java,PubSubProtocol.ProtocolVersion,org.apache.hedwig.protocol.PubSubProtocol.ProtocolVersion.getNumber(),3,1,0,0,1,0,0,1,0,1,1,22,20,2,1,1,22,20,2,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.Builder.java,PubSubProtocol.PubSubRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.Builder.clearProtocolVersion(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscribeRequest.java,PubSubProtocol.SubscribeRequest,org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.getDescriptor(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,BookKeeperAdmin.java,BookKeeperAdmin,"org.apache.bookkeeper.client.BookKeeperAdmin.recoverLedger(InetSocketAddress, long, AsyncCallback.VoidCallback, List)",90,4,4,11,11,12,3,1,0,5,1,40,10,30,5,1,40,10,30,False
4.0.0,1,2011-12-07,HedwigSubscriber.java,HedwigSubscriber,"org.apache.hedwig.client.netty.HedwigSubscriber.asyncSubUnsub(ByteString, ByteString, Callback, Object, OperationType, CreateOrAttach)",35,3,6,2,4,4,2,1,0,3,1,8,4,4,3,1,8,4,4,False
4.0.0,1,2011-12-07,ServerConfiguration.java,ServerConfiguration,org.apache.hedwig.server.common.ServerConfiguration.getScanBackoffPeriodMs(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.clearLocalComponent(),5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.Message.Builder.java,PubSubProtocol.Message.Builder,org.apache.hedwig.protocol.PubSubProtocol.Message.Builder.create(),5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.setMsgId(org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId),8,4,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LedgerEntryPage.java,LedgerEntryPage,org.apache.bookkeeper.bookie.LedgerEntryPage.toString(),9,7,0,1,2,1,0,1,0,3,3,159,158,1,3,3,159,158,1,False
4.0.0,1,2011-12-07,HedwigHubSubscriber.java,HedwigHubSubscriber,"org.apache.hedwig.server.regions.HedwigHubSubscriber.asyncUnsubscribe(ByteString, ByteString, Callback, Object)",3,1,4,0,1,0,0,1,0,1,1,2,1,1,1,1,2,1,1,False
4.0.0,1,2011-12-07,ServerStats.java,ServerStats,org.apache.bookkeeper.proto.ServerStats.unregister(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscribeRequest.java,PubSubProtocol.SubscribeRequest,org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.getCreateOrAttach(),3,1,0,0,1,0,0,1,0,1,1,9,2,7,1,1,9,2,7,False
4.0.0,1,2011-12-07,SubscribeResponseHandler.java,SubscribeResponseHandler,"org.apache.hedwig.client.handlers.SubscribeResponseHandler.handleSubscribeResponse(PubSubResponse, PubSubData, Channel)",64,3,3,1,7,3,1,1,0,9,2,32,17,15,9,2,32,17,15,False
4.0.0,1,2011-12-07,PubSubProtocol.UnsubscribeRequest.java,PubSubProtocol.UnsubscribeRequest,"org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest.parseFrom(java.io.InputStream, com.google.protobuf.ExtensionRegistryLite)",3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.hasLocalComponent(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PublishRequest.Builder.java,PubSubProtocol.PublishRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.Builder.mergeFrom(com.google.protobuf.Message),8,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.Builder.java,PubSubProtocol.PubSubResponse.Builder,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder.clone(),3,1,0,0,1,0,0,1,0,1,1,12,3,9,1,1,12,3,9,False
4.0.0,1,2011-12-07,LedgerRecoveryOp.java,LedgerRecoveryOp,"org.apache.bookkeeper.client.LedgerRecoveryOp.readEntryComplete(int, long, long, ChannelBuffer, Object)",42,8,5,3,7,8,3,1,0,1,1,2,1,1,1,1,2,1,1,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.java,PubSubProtocol.PubSubResponse,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.hasTopic(),3,1,0,0,1,0,0,1,0,1,1,9,7,2,1,1,9,7,2,False
4.0.0,1,2011-12-07,BookkeeperPersistenceManager.java,BookkeeperPersistenceManager,"org.apache.hedwig.server.persistence.BookkeeperPersistenceManager.consumedUntil(ByteString, Long)",25,3,2,3,5,7,4,1,1,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.MessageSeqId.Builder.java,PubSubProtocol.MessageSeqId.Builder,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder.getDefaultInstanceForType(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubRequest.java,PubSubProtocol.PubSubRequest,org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest.initFields(),10,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,Option.java,Option,org.apache.hedwig.util.Option.of(T),3,1,1,0,1,0,0,2,0,1,1,43,43,0,1,1,43,43,0,False
4.0.0,1,2011-12-07,LedgerOutputStream.java,LedgerOutputStream,org.apache.bookkeeper.streaming.LedgerOutputStream.close(),5,1,0,0,1,0,0,1,0,1,1,147,147,0,1,1,147,147,0,False
4.0.0,1,2011-12-07,AbstractSubscriptionManager.java,AbstractSubscriptionManager,"org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager.deleteSubscriptionState(ByteString, ByteString, Callback, Object)",0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.ConsumeRequest.java,PubSubProtocol.ConsumeRequest,org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest.internalGetFieldAccessorTable(),3,1,0,0,1,0,0,1,0,1,1,154,1,153,1,1,154,1,153,False
4.0.0,1,2011-12-07,AbstractConfiguration.java,AbstractConfiguration,org.apache.bookkeeper.conf.AbstractConfiguration.setZkLedgersRootPath(String),3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,AbstractZkLedgerManager.java,AbstractZkLedgerManager,org.apache.bookkeeper.meta.AbstractZkLedgerManager.close(),2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscribeRequest.Builder.java,PubSubProtocol.SubscribeRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.Builder.hasCreateOrAttach(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,ScanCallback.java,ScanCallback,"org.apache.hedwig.server.persistence.ScanCallback.messageScanned(Object, Message)",0,0,2,0,1,0,0,1,0,1,1,63,63,0,1,1,63,63,0,False
4.0.0,1,2011-12-07,Client.java,Client,org.apache.hedwig.client.api.Client.getPublisher(),0,0,0,0,1,0,0,1,0,1,1,42,42,0,1,1,42,42,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PublishRequest.java,PubSubProtocol.PublishRequest,"org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.parseFrom(com.google.protobuf.ByteString, com.google.protobuf.ExtensionRegistryLite)",3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.SubscriptionState.Builder.java,PubSubProtocol.SubscriptionState.Builder,org.apache.hedwig.protocol.PubSubProtocol.SubscriptionState.Builder.build(),6,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.StopDeliveryRequest.Builder.java,PubSubProtocol.StopDeliveryRequest.Builder,org.apache.hedwig.protocol.PubSubProtocol.StopDeliveryRequest.Builder.hasSubscriberId(),3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,LedgerHandle.java,LedgerHandle,"org.apache.bookkeeper.client.LedgerHandle.operationComplete(int, Void)",7,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False
4.0.0,1,2011-12-07,PubSubProtocol.PubSubResponse.java,PubSubProtocol.PubSubResponse,org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.internalGetFieldAccessorTable(),3,1,0,0,1,0,0,1,0,1,1,229,1,228,1,1,229,1,228,False
4.0.0,1,2011-12-07,PubSubProtocol.ConsumeRequest.java,PubSubProtocol.ConsumeRequest,org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest.getSubscriberId(),3,1,0,0,1,0,0,1,0,1,1,10,2,8,1,1,10,2,8,False
