2026-01-22 23:06:21.744 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestProcessor.java (12963 chars)
2026-01-22 23:06:21.748 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java (5495 chars)
2026-01-22 23:06:21.750 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java (5816 chars)
2026-01-22 23:06:21.751 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java (19332 chars)
2026-01-22 23:06:21.756 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java (3710 chars)
2026-01-22 23:06:21.757 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java (5244 chars)
2026-01-22 23:06:21.757 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java (14860 chars)
2026-01-22 23:06:21.761 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java (6702 chars)
2026-01-22 23:06:21.763 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java (11554 chars)
2026-01-22 23:06:21.768 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java (3534 chars)
2026-01-22 23:06:21.769 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java (1357 chars)
2026-01-22 23:06:21.769 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java
2026-01-22 23:06:21.769 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java
2026-01-22 23:06:21.769 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java (6220 chars)
2026-01-22 23:06:21.770 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java (2125 chars)
2026-01-22 23:06:21.770 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java (5181 chars)
2026-01-22 23:06:21.772 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/Option.java (1173 chars)
2026-01-22 23:06:21.772 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/NullStatsLogger.java (2523 chars)
2026-01-22 23:06:21.773 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java (2187 chars)
2026-01-22 23:06:21.774 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java (1543 chars)
2026-01-22 23:06:21.774 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java (3631 chars)
2026-01-22 23:06:21.775 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java (7118 chars)
2026-01-22 23:06:21.777 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java (3991 chars)
2026-01-22 23:06:21.778 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java (10301 chars)
2026-01-22 23:06:21.780 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java (2025 chars)
2026-01-22 23:06:21.781 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java (4345 chars)
2026-01-22 23:06:21.781 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java (10271 chars)
2026-01-22 23:06:21.784 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/NativeIO.java (4822 chars)
2026-01-22 23:06:21.787 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java (3325 chars)
2026-01-22 23:06:21.788 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSubscriberImpl.java (11300 chars)
2026-01-22 23:06:21.793 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java (2797 chars)
2026-01-22 23:06:21.795 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java (1320 chars)
2026-01-22 23:06:21.795 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java (7645 chars)
2026-01-22 23:06:21.798 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java (18888 chars)
2026-01-22 23:06:21.804 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java (4995 chars)
2026-01-22 23:06:21.804 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java
2026-01-22 23:06:21.804 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java (1829 chars)
2026-01-22 23:06:21.805 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java (7688 chars)
2026-01-22 23:06:21.807 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java (4754 chars)
2026-01-22 23:06:21.808 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java (5295 chars)
2026-01-22 23:06:21.809 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java (17492 chars)
2026-01-22 23:06:21.818 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java (20487 chars)
2026-01-22 23:06:21.826 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java (3433 chars)
2026-01-22 23:06:21.827 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java (3276 chars)
2026-01-22 23:06:21.828 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java (941 chars)
2026-01-22 23:06:21.828 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java (7244 chars)
2026-01-22 23:06:21.830 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java (2069 chars)
2026-01-22 23:06:21.830 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java
2026-01-22 23:06:21.830 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java
2026-01-22 23:06:21.830 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java (9800 chars)
2026-01-22 23:06:21.833 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-stats-providers/twitter-ostrich-provider/src/main/java/org/apache/bookkeeper/stats/twitter/ostrich/OstrichStatsLoggerImpl.java (2465 chars)
2026-01-22 23:06:21.834 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java (4685 chars)
2026-01-22 23:06:21.835 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java (7799 chars)
2026-01-22 23:06:21.838 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java (4876 chars)
2026-01-22 23:06:21.839 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java (2683 chars)
2026-01-22 23:06:21.840 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java (6950 chars)
2026-01-22 23:06:21.842 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java (2918 chars)
2026-01-22 23:06:21.843 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java (3288 chars)
2026-01-22 23:06:21.844 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java (1991 chars)
2026-01-22 23:06:21.844 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java (5803 chars)
2026-01-22 23:06:21.846 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java (34144 chars)
2026-01-22 23:06:21.857 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java (10192 chars)
2026-01-22 23:06:21.860 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java (26036 chars)
2026-01-22 23:06:21.868 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java (5849 chars)
2026-01-22 23:06:21.870 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java (36452 chars)
2026-01-22 23:06:21.886 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-stats-providers/twitter-science-provider/src/main/java/org/apache/bookkeeper/stats/twitter/science/OpStatsLoggerImpl.java (3102 chars)
2026-01-22 23:06:21.887 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java (3138 chars)
2026-01-22 23:06:21.888 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java (6909 chars)
2026-01-22 23:06:21.891 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/BytesMessageImpl.java (22759 chars)
2026-01-22 23:06:21.899 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java (6787 chars)
2026-01-22 23:06:21.902 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java (1618 chars)
2026-01-22 23:06:21.903 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java (991 chars)
2026-01-22 23:06:21.903 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java (8436 chars)
2026-01-22 23:06:21.906 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java (1463 chars)
2026-01-22 23:06:21.907 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheMap.java (2601 chars)
2026-01-22 23:06:21.907 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java (7642 chars)
2026-01-22 23:06:21.909 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java (987 chars)
2026-01-22 23:06:21.909 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java
2026-01-22 23:06:21.909 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java
2026-01-22 23:06:21.909 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java (5451 chars)
2026-01-22 23:06:21.910 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/ObjectMessageImpl.java (6110 chars)
2026-01-22 23:06:21.912 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java (9502 chars)
2026-01-22 23:06:21.915 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java (6738 chars)
2026-01-22 23:06:21.917 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java (4144 chars)
2026-01-22 23:06:21.917 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java (4198 chars)
2026-01-22 23:06:21.918 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageImpl.java (34837 chars)
2026-01-22 23:06:21.928 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java (21277 chars)
2026-01-22 23:06:21.935 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java (3202 chars)
2026-01-22 23:06:21.936 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java (1519 chars)
2026-01-22 23:06:21.936 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java (1263 chars)
2026-01-22 23:06:21.936 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java (3971 chars)
2026-01-22 23:06:21.937 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java (1316 chars)
2026-01-22 23:06:21.937 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java
2026-01-22 23:06:21.937 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java (914 chars)
2026-01-22 23:06:21.937 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java (1014 chars)
2026-01-22 23:06:21.937 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java (56563 chars)
2026-01-22 23:06:21.955 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java (12534 chars)
2026-01-22 23:06:21.958 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java (27529 chars)
2026-01-22 23:06:21.967 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java (2408 chars)
2026-01-22 23:06:21.968 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java (1730 chars)
2026-01-22 23:06:21.968 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java (12329 chars)
2026-01-22 23:06:21.972 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java (12630 chars)
2026-01-22 23:06:21.976 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/MessagingSessionFacade.java (19090 chars)
2026-01-22 23:06:21.978 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/StatsLogger.java (1828 chars)
2026-01-22 23:06:21.978 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java (21339 chars)
2026-01-22 23:06:21.982 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java (3489 chars)
2026-01-22 23:06:21.983 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java (1171 chars)
2026-01-22 23:06:21.983 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java (16274 chars)
2026-01-22 23:06:21.990 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java (2023 chars)
2026-01-22 23:06:21.991 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java (2077 chars)
2026-01-22 23:06:21.991 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java (8955 chars)
2026-01-22 23:06:21.993 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/header/JmsHeader.java (39120 chars)
2026-01-22 23:06:22.012 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java (12053 chars)
2026-01-22 23:06:22.017 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java (2329 chars)
2026-01-22 23:06:22.018 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java (12905 chars)
2026-01-22 23:06:22.022 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java (12138 chars)
2026-01-22 23:06:22.026 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java (4000 chars)
2026-01-22 23:06:22.027 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java (1672 chars)
2026-01-22 23:06:22.028 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionImpl.java (18512 chars)
2026-01-22 23:06:22.034 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java (1963 chars)
2026-01-22 23:06:22.034 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/OpStatsData.java (2634 chars)
2026-01-22 23:06:22.035 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java (3511 chars)
2026-01-22 23:06:22.036 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/Mutable.java (1738 chars)
2026-01-22 23:06:22.037 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java (5601 chars)
2026-01-22 23:06:22.038 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java (42290 chars)
2026-01-22 23:06:22.056 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java (3316 chars)
2026-01-22 23:06:22.057 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/QueueSessionImpl.java (3128 chars)
2026-01-22 23:06:22.058 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/NullStatsProvider.java (1264 chars)
2026-01-22 23:06:22.058 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java (4932 chars)
2026-01-22 23:06:22.060 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java (20547 chars)
2026-01-22 23:06:22.067 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java (23018 chars)
2026-01-22 23:06:22.073 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java (1807 chars)
2026-01-22 23:06:22.073 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java (4050 chars)
2026-01-22 23:06:22.074 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java (4922 chars)
2026-01-22 23:06:22.075 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java (1246 chars)
2026-01-22 23:06:22.075 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionMetaDataImpl.java (2311 chars)
2026-01-22 23:06:22.076 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java (16753 chars)
2026-01-22 23:06:22.081 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java (16447 chars)
2026-01-22 23:06:22.084 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageUtil.java (19431 chars)
2026-01-22 23:06:22.090 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java (1080 chars)
2026-01-22 23:06:22.091 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java (1828 chars)
2026-01-22 23:06:22.091 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java (32164 chars)
