2026-01-22 23:06:03.904 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java (2206 chars)
2026-01-22 23:06:03.905 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java (6913 chars)
2026-01-22 23:06:03.906 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java (15340 chars)
2026-01-22 23:06:03.909 [main] INFO  i.f.i.metrics.StaticAnalysisService - Analisi completata: parsati 215 file, estratti 2658 metodi.
2026-01-22 23:06:03.921 [main] INFO  i.f.i.c.DatasetGeneratorController - Processing Release: 4.1.1 (2013-01-16)
2026-01-22 23:06:03.921 [main] DEBUG i.f.i.c.DatasetGeneratorController - Finestra temporale 2012-06-13 -> 2013-01-16
2026-01-22 23:06:03.922 [main] DEBUG i.f.i.c.DatasetGeneratorController - Trovati 198 commit storici per la release 4.1.1
2026-01-22 23:06:12.441 [main] INFO  i.f.i.metrics.StaticAnalysisService - Analisi Statica Snapshot ec430abc550d8d1d66e9dd8dc3c096f44e666eeb: trovati 311 file .java candidati.
2026-01-22 23:06:12.441 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java (1117 chars)
2026-01-22 23:06:12.441 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java
2026-01-22 23:06:12.441 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java
2026-01-22 23:06:12.441 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java (15316 chars)
2026-01-22 23:06:12.447 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java (2857 chars)
2026-01-22 23:06:12.448 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java (1809 chars)
2026-01-22 23:06:12.448 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java (3590 chars)
2026-01-22 23:06:12.449 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java (3286 chars)
2026-01-22 23:06:12.449 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java (1633 chars)
2026-01-22 23:06:12.449 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java (1352 chars)
2026-01-22 23:06:12.450 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java (3970 chars)
2026-01-22 23:06:12.451 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java (7794 chars)
2026-01-22 23:06:12.452 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java (13898 chars)
2026-01-22 23:06:12.455 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java (3948 chars)
2026-01-22 23:06:12.456 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java (1521 chars)
2026-01-22 23:06:12.457 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java (1307 chars)
2026-01-22 23:06:12.457 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java (4350 chars)
2026-01-22 23:06:12.458 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java (29212 chars)
2026-01-22 23:06:12.467 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java (1930 chars)
2026-01-22 23:06:12.467 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java (1470 chars)
2026-01-22 23:06:12.468 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java (6290 chars)
2026-01-22 23:06:12.468 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java (3375 chars)
2026-01-22 23:06:12.469 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java (990 chars)
2026-01-22 23:06:12.469 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java
2026-01-22 23:06:12.469 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java
2026-01-22 23:06:12.469 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java (7029 chars)
2026-01-22 23:06:12.471 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java (2177 chars)
2026-01-22 23:06:12.472 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java (2483 chars)
2026-01-22 23:06:12.472 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java (1431 chars)
2026-01-22 23:06:12.472 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java (6824 chars)
2026-01-22 23:06:12.474 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java (2643 chars)
2026-01-22 23:06:12.475 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java (16540 chars)
2026-01-22 23:06:12.480 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java (5867 chars)
2026-01-22 23:06:12.482 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java (1579 chars)
2026-01-22 23:06:12.482 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java (13297 chars)
2026-01-22 23:06:12.487 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/Either.java (1377 chars)
2026-01-22 23:06:12.487 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java (17485 chars)
2026-01-22 23:06:12.490 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java (2879 chars)
2026-01-22 23:06:12.491 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java (2455 chars)
2026-01-22 23:06:12.492 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java (1783 chars)
2026-01-22 23:06:12.492 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java (1776 chars)
2026-01-22 23:06:12.492 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java
2026-01-22 23:06:12.492 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java
2026-01-22 23:06:12.492 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java (22117 chars)
2026-01-22 23:06:12.497 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java (3161 chars)
2026-01-22 23:06:12.498 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java (4111 chars)
2026-01-22 23:06:12.498 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java (3376 chars)
2026-01-22 23:06:12.498 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java (2042 chars)
2026-01-22 23:06:12.499 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java (2878 chars)
2026-01-22 23:06:12.500 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java (1033 chars)
2026-01-22 23:06:12.500 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java (1057 chars)
2026-01-22 23:06:12.500 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java (152125 chars)
2026-01-22 23:06:12.569 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java (1660 chars)
2026-01-22 23:06:12.569 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java (9436 chars)
2026-01-22 23:06:12.571 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java (16339 chars)
2026-01-22 23:06:12.576 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java (48111 chars)
2026-01-22 23:06:12.590 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java (4559 chars)
2026-01-22 23:06:12.591 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java (6527 chars)
2026-01-22 23:06:12.592 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java (2234 chars)
2026-01-22 23:06:12.593 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java (34469 chars)
2026-01-22 23:06:12.601 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java (1439 chars)
2026-01-22 23:06:12.601 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java (1956 chars)
2026-01-22 23:06:12.601 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java
2026-01-22 23:06:12.601 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java
2026-01-22 23:06:12.601 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java (23817 chars)
2026-01-22 23:06:12.605 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java (2699 chars)
2026-01-22 23:06:12.605 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java (5288 chars)
2026-01-22 23:06:12.607 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java (4202 chars)
2026-01-22 23:06:12.607 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java (1894 chars)
2026-01-22 23:06:12.608 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java (5954 chars)
2026-01-22 23:06:12.610 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java (5495 chars)
2026-01-22 23:06:12.611 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java (5816 chars)
2026-01-22 23:06:12.612 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java (959 chars)
2026-01-22 23:06:12.612 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java
2026-01-22 23:06:12.612 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java
2026-01-22 23:06:12.612 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java (19326 chars)
2026-01-22 23:06:12.617 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java (4052 chars)
2026-01-22 23:06:12.618 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java (1476 chars)
2026-01-22 23:06:12.618 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java
2026-01-22 23:06:12.618 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java (37762 chars)
2026-01-22 23:06:12.630 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java (3710 chars)
2026-01-22 23:06:12.632 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java (1897 chars)
2026-01-22 23:06:12.632 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java (5244 chars)
2026-01-22 23:06:12.633 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java (4320 chars)
2026-01-22 23:06:12.635 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java (2758 chars)
2026-01-22 23:06:12.636 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java (3273 chars)
2026-01-22 23:06:12.636 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java (14411 chars)
2026-01-22 23:06:12.640 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java (6738 chars)
2026-01-22 23:06:12.642 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java (11451 chars)
2026-01-22 23:06:12.647 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java (4030 chars)
2026-01-22 23:06:12.648 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java (19669 chars)
2026-01-22 23:06:12.656 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java (6228 chars)
2026-01-22 23:06:12.658 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java (999 chars)
2026-01-22 23:06:12.658 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java
2026-01-22 23:06:12.658 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Nessun metodo trovato in: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java
2026-01-22 23:06:12.659 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java (3534 chars)
2026-01-22 23:06:12.660 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java (6220 chars)
2026-01-22 23:06:12.661 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java (2125 chars)
2026-01-22 23:06:12.661 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java (1189 chars)
2026-01-22 23:06:12.662 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java (5074 chars)
2026-01-22 23:06:12.664 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/Option.java (1173 chars)
2026-01-22 23:06:12.664 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java (25001 chars)
2026-01-22 23:06:12.672 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java (2187 chars)
2026-01-22 23:06:12.673 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java (1543 chars)
2026-01-22 23:06:12.673 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java (9818 chars)
2026-01-22 23:06:12.677 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java (36848 chars)
2026-01-22 23:06:12.689 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java (1308 chars)
2026-01-22 23:06:12.690 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java (20017 chars)
2026-01-22 23:06:12.696 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java (16544 chars)
2026-01-22 23:06:12.701 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java (5907 chars)
2026-01-22 23:06:12.703 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java (3631 chars)
2026-01-22 23:06:12.704 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java (7118 chars)
2026-01-22 23:06:12.706 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java (3991 chars)
2026-01-22 23:06:12.706 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java (4454 chars)
2026-01-22 23:06:12.707 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java (7653 chars)
2026-01-22 23:06:12.709 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java (24679 chars)
2026-01-22 23:06:12.718 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java (5526 chars)
2026-01-22 23:06:12.719 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java (2405 chars)
2026-01-22 23:06:12.719 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java (2025 chars)
2026-01-22 23:06:12.720 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java (4345 chars)
2026-01-22 23:06:12.720 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java (2141 chars)
2026-01-22 23:06:12.721 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java (1223 chars)
2026-01-22 23:06:12.721 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java
2026-01-22 23:06:12.721 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java (10161 chars)
2026-01-22 23:06:12.724 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java (3325 chars)
2026-01-22 23:06:12.725 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java (4891 chars)
2026-01-22 23:06:12.726 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java (1579 chars)
2026-01-22 23:06:12.727 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java (8028 chars)
2026-01-22 23:06:12.728 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java (4138 chars)
2026-01-22 23:06:12.730 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java (1175 chars)
2026-01-22 23:06:12.730 [main] DEBUG i.f.isw2.metrics.MetricsCalculator - File parsato correttamente ma 0 metodi trovati: bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java
2026-01-22 23:06:12.730 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java (1320 chars)
2026-01-22 23:06:12.731 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java (4557 chars)
2026-01-22 23:06:12.733 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java (7316 chars)
2026-01-22 23:06:12.735 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java (18823 chars)
2026-01-22 23:06:12.742 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java (2847 chars)
2026-01-22 23:06:12.743 [main] DEBUG i.f.i.metrics.StaticAnalysisService - Analisi file: hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java (4995 chars)
